User;Action;real time;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
1;1;57;7648;11;;63866640;-0.461;-0.897;-0.028;2.5;-2.1;-0.1;-1099;327.5;52.5;1.7;27;266.2;102010;0;1;1;19;20;24.85;36.85;0;0.002556;
1;1;58;7649;11;;63866640;-0.46;-0.899;-0.028;2.4;-2.4;-0.3;-1096;327.5;51;1.6;27.1;266.2;102010;0;1;1;19;20;24.85;36.85;0;0.002556;
1;1;59;7650;12;;63866980;-0.461;-0.896;-0.028;2.1;-2.6;-0.6;-1103.5;323;58.5;1.6;27.1;266.2;102014;0;1;1;19;20;24.81;36.85;0.1905;0;
1;1;60;7651;12;;63866980;-0.462;-0.897;-0.027;1.8;-3;-0.5;-1094.5;330.5;48;1.6;27.1;266.2;102014;0;1;1;19;20;24.81;36.85;0.1905;0;
1;1;61;7652;12;;63866981;-0.462;-0.899;-0.029;1.8;-3.4;-0.2;-1102;327.5;60;1.6;27.1;266.2;102014;0;1;1;19;20;24.81;36.85;0.1905;0;
1;1;62;7653;12;;63866981;-0.459;-0.899;-0.031;1.6;-3.5;-0.1;-1096;327.5;58.5;1.6;27.1;266.1;102014;0;1;1;19;20;24.81;36.85;0.1905;0;
1;1;63;7654;12;;63866981;-0.456;-0.899;-0.033;1.4;-3.5;-0.1;-1102;327.5;52.5;1.6;27.1;266.1;102014;0;1;1;19;20;24.81;36.85;0.1905;0;
1;1;64;7655;12;;63866981;-0.455;-0.897;-0.033;1.4;-3.3;-0.1;-1099;330.5;48;1.6;27.1;266.1;102013;0;1;1;19;20;24.81;36.85;0.127;0.005112;
1;1;65;7656;12;;63866981;-0.457;-0.903;-0.031;1.2;-3.1;0.2;-1105;329;51;1.6;27.1;266;102013;0;1;1;19;20;24.81;36.85;0.127;0.005112;
1;1;66;7657;12;;63866981;-0.457;-0.902;-0.03;1.7;-3.1;0.2;-1096;326;57;1.7;27.1;266;102013;0;1;1;19;20;24.81;36.85;0.127;0.005112;
1;1;67;7658;12;;63866981;-0.458;-0.902;-0.031;1.7;-3.1;0;-1097.5;336.5;54;1.7;27.1;265.9;102013;0;1;1;19;20;24.81;36.85;0.127;0.005112;
1;1;68;7659;12;;63866982;-0.457;-0.904;-0.027;1.8;-3.3;0;-1097.5;329;57;1.7;27.1;265.9;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;69;7660;12;;63866982;-0.455;-0.899;-0.024;2;-3.5;0;-1102;329;58.5;1.7;27.1;265.9;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;70;7661;12;;63866982;-0.45;-0.903;-0.023;2.5;-3.3;0.3;-1102;332;48;1.6;27.1;265.9;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;71;7662;12;;63866982;-0.447;-0.91;-0.02;2.8;-2.5;0.3;-1105;330.5;57;1.6;27;265.8;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;72;7663;12;;63866982;-0.447;-0.901;-0.017;3.5;-1.7;-0.2;-1102;329;55.5;1.6;27;265.8;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;73;7664;12;;63866982;-0.454;-0.896;-0.012;2.9;-0.8;-0.5;-1102;321.5;48;1.5;26.9;265.8;102012;0;1;1;19;20;24.83;36.85;0.0635;0.003408;
1;1;74;7665;13;;63867262;-0.459;-0.896;-0.011;2.4;-0.6;0.7;-1096;326;51;1.5;26.9;265.8;102013;0;1;1;19;20;24.83;36.85;0.0635;0.001704;
1;1;75;7666;13;;63867263;-0.46;-0.896;-0.015;2.6;-0.3;1.8;-1099;329;49.5;1.4;26.9;265.9;102013;0;1;1;19;20;24.83;36.85;0.0635;0.001704;
1;1;76;7667;13;;63867263;-0.464;-0.897;-0.018;1.8;-0.1;1.3;-1096;327.5;54;1.4;27;265.9;102013;0;1;1;19;20;24.83;36.85;0.0635;0.001704;
1;1;77;7668;13;;63867263;-0.466;-0.9;-0.021;1;0;0.1;-1100.5;326;55.5;1.4;27;265.9;102013;0;1;1;19;20;24.83;36.85;0.0635;0.001704;
1;1;78;7669;13;;63867263;-0.463;-0.911;-0.023;0.8;0;-1.1;-1100.5;327.5;51;1.4;27;265.9;102013;0;1;1;19;20;24.83;36.85;0.0635;0.001704;
1;1;79;7670;13;;63867263;-0.46;-0.917;-0.021;1.3;0;-2.8;-1102;323;57;1.4;27;265.9;102012;0;1;1;19;20;24.81;36.87;0.0635;0.003408;
1;1;80;7671;13;;63867264;-0.452;-0.912;-0.02;1.8;-0.1;-4.6;-1102;327.5;63;1.4;27;265.9;102012;0;1;1;19;20;24.81;36.87;0.0635;0.003408;
1;1;81;7672;13;;63867264;-0.445;-0.907;-0.017;2.4;-0.1;-5.1;-1099;329;63;1.4;26.9;266;102012;0;1;1;19;20;24.81;36.87;0.0635;0.003408;
1;1;82;7673;13;;63867264;-0.441;-0.903;-0.012;2.9;0;-4.2;-1099;321.5;48;1.4;26.8;266;102012;0;1;1;19;20;24.81;36.87;0.0635;0.003408;
1;1;83;7674;13;;63867264;-0.44;-0.913;-0.005;2.8;0.8;-2.4;-1103.5;327.5;55.5;1.4;26.7;266.1;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;84;7675;13;;63867264;-0.434;-0.925;0;3.1;2.1;-2;-1103.5;323;58.5;1.4;26.6;266.1;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;85;7676;13;;63867265;-0.427;-0.925;0.005;3.4;3;-2.3;-1103.5;323;54;1.3;26.5;266.2;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;86;7677;13;;63867265;-0.416;-0.925;0.013;3.6;3.9;-2.9;-1106.5;318.5;57;1.3;26.4;266.3;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;87;7678;13;;63867265;-0.404;-0.909;0.02;3.9;4.9;-3.7;-1097.5;321.5;54;1.3;26.3;266.4;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;88;7679;13;;63867265;-0.403;-0.906;0.027;4.6;5.7;-3.7;-1105;318.5;55.5;1.2;26.1;266.6;102011;0;1;1;19;20;24.81;36.87;0;0.003408;
1;1;89;7680;14;;63867563;-0.398;-0.902;0.032;4.7;6.6;-2;-1105;317;52.5;1.2;26;266.7;102013;0;1;1;19;20;24.85;36.85;0.127;0.00426;
1;1;90;7681;14;;63867564;-0.399;-0.887;0.032;4.9;7.1;0.4;-1106.5;321.5;52.5;1.2;26;267;102013;0;1;1;19;20;24.85;36.85;0.127;0.00426;
1;1;91;7682;14;;63867564;-0.403;-0.884;0.034;4.1;7.6;3.6;-1096;321.5;51;1.2;26;267.1;102013;0;1;1;19;20;24.85;36.85;0.127;0.00426;
1;1;92;7683;14;;63867564;-0.406;-0.891;0.031;3.3;7.9;6.5;-1106.5;323;52.5;1.2;26;267.3;102013;0;1;1;19;20;24.85;36.85;0.127;0.00426;
1;1;93;7684;14;;63867565;-0.407;-0.889;0.02;1.3;8.6;8.8;-1096;320;55.5;1.3;26.2;267.5;102013;0;1;1;19;20;24.85;36.85;0.127;0.00426;
1;1;94;7685;14;;63867565;-0.411;-0.89;0.011;0.5;8.7;9.3;-1094.5;309.5;51;1.4;26.3;267.7;102016;0;1;1;19;20;24.85;36.85;0.127;0.001704;
1;1;95;7686;14;;63867565;-0.429;-0.924;-0.012;-0.9;9.5;10.5;-1099;314;49.5;1.6;26.4;267.4;102016;0;1;1;19;20;24.85;36.85;0.127;0.001704;
1;1;96;7687;14;;63867565;-0.421;-0.914;-0.036;-2.1;10.1;9.2;-1100.5;314;54;1.7;26.5;267.1;102016;0;1;1;19;20;24.85;36.85;0.127;0.001704;
1;1;97;7688;14;;63867566;-0.423;-0.923;-0.054;-1.8;11.1;6.4;-1102;312.5;55.5;1.9;26.6;266.9;102016;0;1;1;19;20;24.85;36.85;0.127;0.001704;
1;1;98;7689;14;;63867566;-0.409;-0.905;-0.069;-0.9;12.2;3;-1097.5;308;60;2.2;26.6;266.8;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;99;7690;14;;63867566;-0.392;-0.877;-0.09;0.3;13.3;-0.5;-1102;315.5;58.5;2.4;26.5;266.6;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;100;7691;14;;63867567;-0.398;-0.933;-0.114;0.9;14.3;-2.5;-1094.5;314;51;2.7;26.5;266.6;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;101;7692;14;;63867567;-0.386;-0.936;-0.131;-1.6;14.9;-3;-1105;306.5;61.5;2.9;26.4;266.5;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;102;7693;14;;63867567;-0.372;-0.913;-0.145;-4.4;14.8;-5;-1100.5;303.5;57;3.2;26.2;266.4;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;103;7694;14;;63867567;-0.373;-0.906;-0.161;-5.6;14;-6.5;-1099;309.5;52.5;3.6;26;266.5;102015;0;1;1;19;20;24.84;36.91;0.127;0;
1;1;104;7695;15;;63867863;-0.385;-0.924;-0.166;-7.6;13;-4.3;-1102;306.5;60;3.9;25.9;266.4;102011;0;0;1;19;20;24.84;36.91;0.1905;0.001704;
1;1;105;7696;15;;63867863;-0.386;-0.94;-0.169;-8.9;11.5;0;-1097.5;306.5;67.5;4.3;25.7;266.4;102011;0;0;1;19;20;24.84;36.91;0.1905;0.001704;
1;1;106;7697;15;;63867864;-0.391;-0.99;-0.166;-7.3;8.7;7;-1102;308;72;4.7;25.7;266.4;102011;0;0;1;19;20;24.84;36.91;0.1905;0.001704;
1;1;107;7698;15;;63867864;-0.395;-0.961;-0.162;-3.8;6.8;9.1;-1102;311;55.5;5;25.6;266.4;102011;0;0;1;19;20;24.84;36.91;0.1905;0.001704;
1;1;108;7699;15;;63867864;-0.399;-0.941;-0.154;0.1;4.4;9.3;-1103.5;308;64.5;5.2;25.8;266.3;102011;0;0;1;19;20;24.84;36.91;0.1905;0.001704;
1;1;109;7700;15;;63867865;-0.402;-0.933;-0.14;4.1;1.6;9.9;-1097.5;309.5;70.5;5.3;25.9;266.2;102013;0;0;1;19;20;24.88;36.9;0;0.002556;
1;1;110;7701;15;;63867865;-0.391;-0.899;-0.138;6.8;-1.1;9.9;-1099;311;63;5.4;26;266.1;102013;0;0;1;19;20;24.88;36.9;0;0.002556;
1;2;111;7702;15;;63867865;-0.38;-0.895;-0.131;7.4;-4.6;8.6;-1093;305;57;5.4;26.1;266;102013;0;0;1;19;20;24.88;36.9;0;0.002556;
1;2;112;7703;15;;63867866;-0.369;-0.887;-0.124;6.2;-7.6;6.9;-1091.5;311;57;5.4;26.2;265.9;102013;0;0;1;19;20;24.88;36.9;0;0.002556;
1;2;113;7704;15;;63867866;-0.367;-0.874;-0.129;4.8;-10.5;6.1;-1094.5;312.5;60;5.3;26.3;265.7;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;114;7705;15;;63867866;-0.369;-0.892;-0.136;3.1;-12.9;6.2;-1097.5;306.5;54;5.2;26.4;265.4;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;115;7706;15;;63867866;-0.365;-0.898;-0.149;2.6;-14.5;6.7;-1090;311;58.5;5.1;26.5;265;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;116;7707;15;;63867866;-0.365;-0.883;-0.162;1.9;-15.4;6.8;-1093;306.5;58.5;5;26.6;264.6;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;117;7708;15;;63867867;-0.383;-0.917;-0.177;1.1;-16.4;7.7;-1084;305;57;5;26.7;264.3;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;118;7709;15;;63867867;-0.39;-0.949;-0.177;2.8;-17.4;7.4;-1078;305;55.5;4.8;26.9;263.8;102015;0;0;1;19;20;24.88;36.9;0;0.00426;
1;2;119;7710;16;;63868163;-0.4;-0.965;-0.178;6.6;-18;6.5;-1073.5;303.5;49.5;5.1;26.6;264.4;102016;0;0;1;19;20;24.81;36.88;0.254;0.005964;
1;2;120;7711;16;;63868163;-0.413;-0.953;-0.174;10.2;-18.8;4.7;-1076.5;305;58.5;4.9;26.7;264;102016;0;0;1;19;20;24.81;36.88;0.254;0.005964;
1;2;121;7712;16;;63868164;-0.425;-0.943;-0.164;12.5;-19.3;1.9;-1073.5;303.5;45;4.7;26.7;263.6;102016;0;0;1;19;20;24.81;36.88;0.254;0.005964;
1;2;122;7713;16;;63868164;-0.434;-0.936;-0.151;14.7;-19.8;-1.1;-1072;303.5;48;4.4;26.8;263.2;102016;0;0;1;19;20;24.81;36.88;0.254;0.005964;
1;2;123;7714;16;;63868164;-0.452;-0.929;-0.137;16.9;-20.1;-3.1;-1070.5;306.5;54;4;26.7;262.8;102016;0;0;1;19;20;24.81;36.88;0.254;0.005964;
1;2;124;7715;16;;63868164;-0.468;-0.942;-0.119;18.2;-20;-4.9;-1066;302;46.5;3.7;26.6;262.4;102014;0;0;1;19;20;24.81;36.88;0.0635;0.00426;
1;2;125;7716;16;;63868164;-0.473;-0.993;-0.1;19.7;-19.3;-7.7;-1066;305;40.5;3.2;26.5;262.1;102014;0;0;1;19;20;24.81;36.88;0.0635;0.00426;
1;2;126;7717;16;;63868165;-0.488;-0.967;-0.077;21;-17.9;-10.3;-1060;303.5;37.5;2.8;26.3;261.7;102014;0;0;1;19;20;24.81;36.88;0.0635;0.00426;
1;2;127;7718;16;;63868165;-0.499;-0.955;-0.036;21;-16.5;-13.4;-1070.5;297.5;36;2.4;26.1;261.4;102014;0;0;1;19;20;24.81;36.88;0.0635;0.00426;
1;2;128;7719;16;;63868165;-0.528;-1.054;0.01;18.9;-14.3;-12.4;-1066;300.5;25.5;2;25.8;261.1;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;129;7720;16;;63868165;-0.559;-1.029;0.035;18.3;-11.4;-7.8;-1067.5;294.5;28.5;1.7;25.6;260.8;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;130;7721;16;;63868165;-0.589;-0.996;0.066;16.6;-8.1;-3.9;-1069;299;21;1.3;25.4;260.6;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;131;7722;16;;63868165;-0.609;-0.942;0.08;12.8;-5.7;-3.6;-1060;293;25.5;1.1;25.2;260.3;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;132;7723;16;;63868165;-0.615;-0.886;0.089;6.7;-4.4;-6.2;-1061.5;294.5;22.5;0.9;25.1;260.1;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;133;7724;16;;63868165;-0.589;-0.888;0.099;-0.2;-4.5;-11;-1069;294.5;7.5;0.9;24.8;259.8;102012;0;0;1;19;20;24.86;36.93;0.0635;0.000852;
1;2;134;7725;17;;63868492;-0.543;-0.878;0.111;-3.1;-4.3;-19.1;-1076.5;302;15;0.9;24.6;259.6;102012;0;0;1;19;20;24.86;36.93;0.127;0.003408;
1;2;135;7726;17;;63868492;-0.504;-0.903;0.124;-1.1;-3.4;-27.3;-1069;291.5;7.5;0.9;24.1;259.3;102012;0;0;1;19;20;24.86;36.93;0.127;0.003408;
1;2;136;7727;17;;63868492;-0.475;-0.857;0.136;1.4;-2.3;-33;-1070.5;294.5;10.5;1;23.6;259.1;102012;0;0;1;19;20;24.86;36.93;0.127;0.003408;
1;2;137;7728;17;;63868492;-0.447;-0.837;0.141;2.8;-1.7;-34.5;-1075;288.5;1.5;1.1;23;258.9;102012;0;0;1;19;20;24.86;36.93;0.127;0.003408;
1;2;138;7729;17;;63868493;-0.433;-0.853;0.144;-0.8;-1.6;-30.6;-1084;281;7.5;1.2;22.4;258.6;102012;0;0;1;19;20;24.86;36.93;0.127;0.003408;
