User;Action;real time;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
1;2;819;8410;62;;63882083;-0.223;-0.838;-0.115;20;10.1;-2.9;-1213;215;27;12.2;17.7;224.3;102013;0;0;1;14;14;24.44;37.27;0.127;0.001704;
1;2;820;8411;62;;63882084;-0.217;-0.799;-0.094;21.5;9.3;-1;-1214.5;222.5;28.5;11.9;17.6;224.7;102013;0;0;1;14;14;24.44;37.27;0.127;0.001704;
1;2;821;8412;62;;63882084;-0.213;-0.769;-0.081;20.9;7.6;1;-1217.5;216.5;33;11.7;17.5;224.9;102013;0;0;1;14;14;24.44;37.27;0.127;0.001704;
1;2;822;8413;62;;63882084;-0.213;-0.803;-0.065;18.9;5.1;2.7;-1219;222.5;21;11.4;17.5;225.2;102013;0;0;1;14;14;24.44;37.27;0.127;0.001704;
1;2;823;8414;62;;63882084;-0.213;-0.814;-0.058;16.5;0.3;2.1;-1217.5;216.5;19.5;11.1;17.5;225.4;102013;0;0;1;14;14;24.44;37.27;0.127;0.001704;
1;2;824;8415;63;;63882352;-0.212;-0.82;-0.057;15.8;-1.4;1.6;-1217.5;213.5;21;10.9;17.5;225.6;102008;0;0;1;14;14;24.44;37.27;0;0.001704;
1;2;825;8416;63;;63882352;-0.199;-0.862;-0.064;13.4;-6.4;1.5;-1216;215;21;10.6;17.5;225.6;102008;0;0;1;14;14;24.44;37.27;0;0.001704;
1;2;826;8417;63;;63882352;-0.189;-0.886;-0.073;12.5;-8.5;1.6;-1216;215;15;10.3;17.6;225.7;102008;0;0;1;14;14;24.44;37.27;0;0.001704;
1;2;827;8418;63;;63882352;-0.187;-0.898;-0.08;11.7;-9.1;1;-1220.5;213.5;15;10.1;17.6;225.6;102008;0;0;1;14;14;24.44;37.27;0;0.001704;
1;2;828;8419;63;;63882353;-0.193;-0.916;-0.08;11.4;-9.3;1;-1220.5;212;15;9.9;17.7;225.6;102008;0;0;1;14;14;24.44;37.27;0;0.001704;
1;2;829;8420;63;;63882353;-0.186;-0.93;-0.082;11.3;-9.5;-0.4;-1220.5;216.5;16.5;9.7;17.7;225.5;102008;0;0;1;14;14;24.4;37.27;0.1905;0.003408;
1;2;830;8421;63;;63882353;-0.184;-1.016;-0.076;10.4;-10.1;-2.3;-1217.5;210.5;9;9.4;17.7;225.4;102008;0;0;1;14;14;24.4;37.27;0.1905;0.003408;
1;2;831;8422;63;;63882353;-0.188;-1.101;-0.066;8.7;-11.2;-3;-1216;221;16.5;9.2;17.7;225.3;102008;0;0;1;14;14;24.4;37.27;0.1905;0.003408;
1;2;832;8423;63;;63882353;-0.2;-1.115;-0.068;8.5;-12.2;-2.9;-1210;219.5;7.5;9;17.7;225.1;102008;0;0;1;14;14;24.4;37.27;0.1905;0.003408;
1;2;833;8424;63;;63882354;-0.231;-1.124;-0.06;7.5;-13;0.1;-1220.5;212;12;8.9;17.7;225;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;834;8425;63;;63882354;-0.247;-1.159;-0.049;8.3;-12.6;3;-1219;212;3;8.7;17.7;224.8;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;835;8426;63;;63882354;-0.273;-1.265;-0.033;9;-10.5;10;-1219;207.5;15;8.5;17.9;224.7;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;836;8427;63;;63882354;-0.293;-1.243;0.007;7.2;-6.2;8.6;-1216;207.5;9;8.4;18;224.6;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;837;8428;63;;63882354;-0.315;-1.172;0.033;5.2;-4.3;0.7;-1213;200;7.5;8.3;18;224.5;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;838;8429;63;;63882354;-0.347;-1.115;0.058;6.5;-2;-3.1;-1208.5;207.5;9;8.1;18.1;224.5;102009;0;0;1;14;14;24.4;37.27;0.3175;0;
1;2;839;8430;64;;63882669;-0.382;-1.027;0.08;7.5;-0.1;-1.2;-1213;212;6;8.1;18.2;224.5;102011;0;0;1;14;14;24.38;37.29;0.1905;0.001704;
1;2;840;8431;64;;63882669;-0.398;-0.959;0.089;6.3;0.3;1.7;-1210;209;-3;8;18.2;224.5;102011;0;0;1;14;14;24.38;37.29;0.1905;0.001704;
1;2;841;8432;64;;63882673;-0.383;-0.987;0.106;2.4;-0.7;-0.1;-1208.5;207.5;-7.5;8;18.2;224.5;102011;0;0;1;14;14;24.38;37.29;0.1905;0.001704;
1;2;842;8433;64;;63882674;-0.372;-0.955;0.118;-0.5;-2.6;-6.7;-1210;206;4.5;8;18.1;224.5;102011;0;0;1;14;14;24.38;37.29;0.1905;0.001704;
1;2;843;8434;64;;63882675;-0.362;-0.911;0.113;-2.1;-5;-10.6;-1211.5;216.5;-4.5;8;18;224.5;102011;0;0;1;14;14;24.38;37.29;0.1905;0.001704;
1;2;844;8435;64;;63882676;-0.346;-0.92;0.102;-3;-7.4;-9.3;-1217.5;200;4.5;8;17.9;224.4;102009;0;0;1;14;14;24.38;37.29;0.0635;0.002556;
1;2;845;8436;64;;63882676;-0.323;-0.9;0.086;-5;-9.5;-5.9;-1217.5;212;0;8.1;17.8;224.2;102009;0;0;1;14;14;24.38;37.29;0.0635;0.002556;
1;2;846;8437;64;;63882677;-0.285;-0.92;0.057;-9.2;-11.2;-2.8;-1222;210.5;3;8.3;17.7;224;102009;0;0;1;14;14;24.38;37.29;0.0635;0.002556;
1;2;847;8438;64;;63882678;-0.266;-0.891;0.033;-12.7;-11.3;-1.7;-1225;198.5;13.5;8.4;17.7;223.7;102009;0;0;1;14;14;24.38;37.29;0.0635;0.002556;
1;2;848;8439;64;;63882679;-0.249;-0.877;0.01;-15.1;-10.4;-1;-1223.5;210.5;9;8.7;17.7;223.5;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;849;8440;64;;63882680;-0.236;-0.857;0;-16;-8.8;-0.4;-1228;213.5;10.5;8.9;17.7;223.3;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;850;8441;64;;63882680;-0.22;-0.836;-0.008;-15.7;-7.2;-1.7;-1229.5;203;15;9.2;17.7;223;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;851;8442;64;;63882681;-0.206;-0.828;-0.011;-14.4;-6.7;-4.5;-1222;206;22.5;9.5;17.7;222.7;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;852;8443;64;;63882682;-0.196;-0.822;-0.016;-12.4;-6.9;-7;-1226.5;209;27;9.7;17.6;222.5;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;853;8444;64;;63882682;-0.19;-0.813;-0.02;-11.4;-7.8;-7.7;-1226.5;212;34.5;10;17.6;222.3;102011;0;0;1;15;16;24.44;37.26;0.127;0.002556;
1;2;854;8445;65;;63882967;-0.171;-0.816;-0.023;-10.7;-8.6;-7.5;-1228;209;34.5;10.2;17.5;222.1;102011;0;0;1;15;16;24.44;37.26;0.0635;0.002556;
1;2;855;8446;65;;63882968;-0.154;-0.865;-0.023;-8.4;-8.2;-5.8;-1229.5;210.5;33;10.4;17.4;221.9;102011;0;0;1;15;16;24.44;37.26;0.0635;0.002556;
1;2;856;8447;65;;63882968;-0.149;-0.879;-0.02;-4.9;-5.9;-3.9;-1229.5;204.5;36;10.6;17.3;221.8;102011;0;0;1;15;16;24.44;37.26;0.0635;0.002556;
1;2;857;8448;65;;63882969;-0.17;-0.853;0;0.6;-1.8;-2;-1235.5;216.5;40.5;10.7;17.3;221.7;102011;0;0;1;15;16;24.44;37.26;0.0635;0.002556;
1;2;858;8449;65;;63882969;-0.188;-0.879;0.01;3.1;0.2;-0.8;-1232.5;206;46.5;10.7;17.3;221.7;102011;0;0;1;15;16;24.44;37.26;0.0635;0.002556;
1;2;859;8450;65;;63882970;-0.204;-0.96;0.025;3.5;1.9;0.6;-1237;203;51;10.8;17.2;221.7;102009;0;0;1;15;16;24.43;37.3;0;0.002556;
1;2;860;8451;65;;63882970;-0.214;-1.049;0.039;2.8;3.5;1.6;-1237;209;51;10.8;17.2;221.8;102009;0;0;1;15;16;24.43;37.3;0;0.002556;
1;2;861;8452;65;;63882970;-0.207;-1.097;0.039;1.6;4.5;0;-1237;213.5;49.5;10.8;17.2;221.9;102009;0;0;1;15;16;24.43;37.3;0;0.002556;
1;2;862;8453;65;;63882971;-0.222;-1.143;0.037;0;5;-2.2;-1238.5;212;45;10.8;17.2;222;102009;0;0;1;15;16;24.43;37.3;0;0.002556;
1;2;863;8454;65;;63882971;-0.254;-1.111;0.027;-1.9;3.9;-3;-1234;207.5;48;10.9;17.2;222.1;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;864;8455;65;;63882971;-0.271;-1.109;0.002;-2.1;2.1;0.4;-1232.5;209;54;11;17.2;222.2;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;865;8456;65;;63882972;-0.272;-1.38;0.005;0.3;2;10.5;-1226.5;218;51;11.1;17.3;222.3;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;866;8457;65;;63882972;-0.239;-1.272;-0.029;4.2;4.8;10.3;-1241.5;218;60;11.1;17.3;222.4;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;867;8458;65;;63882972;-0.294;-1.17;-0.058;6.1;8.2;6.1;-1226.5;210.5;61.5;11.1;17.4;222.6;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;868;8459;65;;63882972;-0.323;-1.002;-0.124;2.6;10.3;0.5;-1223.5;219.5;58.5;11.2;17.5;222.8;102011;0;0;1;15;16;24.43;37.3;0;0.000852;
1;2;869;8460;66;;63883259;-0.314;-0.964;-0.144;-1.4;10.7;-1.8;-1228;216.5;66;11.3;17.5;222.9;102012;0;0;1;15;16;24.45;37.29;0.127;0.003408;
1;2;870;8461;66;;63883260;-0.281;-1.028;-0.158;-2.5;10.7;-4.5;-1225;221;67.5;11.4;17.5;223.2;102012;0;0;1;15;16;24.45;37.29;0.127;0.003408;
1;2;871;8462;66;;63883261;-0.251;-1.008;-0.173;-3.1;9.9;-8;-1229.5;224;64.5;11.5;17.3;223.4;102012;0;0;1;15;16;24.45;37.29;0.127;0.003408;
1;2;872;8463;66;;63883261;-0.244;-0.987;-0.178;-1;8.7;-9.7;-1226.5;219.5;66;11.6;17.2;223.6;102012;0;0;1;15;16;24.45;37.29;0.127;0.003408;
1;2;873;8464;66;;63883261;-0.226;-0.927;-0.188;0.8;7.3;-9.6;-1226.5;221;69;11.7;17;223.8;102012;0;0;1;15;16;24.45;37.29;0.127;0.003408;
1;2;874;8465;66;;63883262;-0.222;-0.961;-0.182;2.4;6.5;-5.9;-1225;225.5;76.5;11.8;16.8;224;102012;0;1;1;17;17;24.45;37.29;0.127;0.001704;
1;2;875;8466;66;;63883262;-0.208;-0.967;-0.176;4.6;6.2;-1;-1228;218;69;11.9;16.7;224.2;102012;0;1;1;17;17;24.45;37.29;0.127;0.001704;
1;2;876;8467;66;;63883262;-0.213;-0.947;-0.16;6.9;6.9;4.2;-1222;213.5;66;11.8;16.6;224.4;102012;0;1;1;17;17;24.45;37.29;0.127;0.001704;
1;2;877;8468;66;;63883263;-0.22;-0.906;-0.142;9.7;7.5;8.5;-1222;221;73.5;11.8;16.6;224.7;102012;0;1;1;17;17;24.45;37.29;0.127;0.001704;
1;2;878;8469;66;;63883263;-0.223;-0.849;-0.118;11.6;7.2;10.4;-1226.5;218;76.5;11.7;16.7;225;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;879;8470;66;;63883263;-0.219;-0.825;-0.105;12.4;6.6;8.6;-1225;219.5;70.5;11.6;16.8;225.2;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;880;8471;66;;63883264;-0.21;-0.817;-0.09;12.8;5.4;5.5;-1213;218;75;11.4;17;225.4;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;881;8472;66;;63883264;-0.204;-0.81;-0.08;13.1;3.8;2.5;-1214.5;221;67.5;11.3;17;225.6;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;882;8473;66;;63883265;-0.196;-0.794;-0.071;12.7;1.5;0.3;-1219;228.5;70.5;11.1;17.1;225.8;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;883;8474;66;;63883265;-0.19;-0.809;-0.066;12.1;-1.5;-0.7;-1214.5;216.5;73.5;10.9;17.1;225.9;102013;0;1;1;17;17;24.47;37.3;0.1905;0.000852;
1;2;884;8475;67;;63883591;-0.185;-0.832;-0.07;11.4;-5;-0.1;-1214.5;218;66;10.7;17.1;226;102013;0;1;1;17;17;24.47;37.3;0;0;
1;2;885;8476;67;;63883592;-0.17;-0.857;-0.078;10.8;-7.5;1.3;-1205.5;218;66;10.5;17.1;226;102013;0;1;1;17;17;24.47;37.3;0;0;
1;2;886;8477;67;;63883592;-0.162;-0.881;-0.088;10.7;-8.7;1.8;-1205.5;218;73.5;10.3;17.2;226;102013;0;1;1;17;17;24.47;37.3;0;0;
1;2;887;8478;67;;63883593;-0.185;-0.905;-0.092;10.4;-9.6;2.3;-1211.5;216.5;70.5;10.1;17.2;225.9;102013;0;1;1;17;17;24.47;37.3;0;0;
1;2;888;8479;67;;63883593;-0.185;-0.97;-0.102;11.2;-10.5;3.6;-1202.5;216.5;69;9.8;17.3;225.8;102013;0;1;1;17;17;24.47;37.3;0;0;
1;2;889;8480;67;;63883594;-0.183;-1.023;-0.103;11.8;-10.5;4;-1202.5;215;70.5;9.7;17.4;225.7;102009;0;1;1;17;17;24.4;37.3;0;0.000852;
1;2;890;8481;67;;63883594;-0.187;-1.152;-0.093;12.5;-9.6;5;-1195;218;67.5;9.4;17.5;225.6;102009;0;1;1;17;17;24.4;37.3;0;0.000852;
1;2;891;8482;67;;63883595;-0.193;-1.156;-0.091;12.4;-8.8;4.3;-1198;213.5;61.5;9.2;17.6;225.6;102009;0;1;1;17;17;24.4;37.3;0;0.000852;
1;2;892;8483;67;;63883595;-0.228;-1.126;-0.084;11.6;-8.4;4.5;-1192;210.5;63;8.9;17.7;225.5;102009;0;1;1;17;17;24.4;37.3;0;0.000852;
1;2;893;8484;67;;63883596;-0.272;-1.126;-0.078;11;-7.9;8.6;-1186;210.5;64.5;8.7;17.9;225.4;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;894;8485;67;;63883597;-0.308;-1.279;-0.052;10.5;-8.2;15.3;-1189;212;55.5;8.5;18.1;225.4;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;895;8486;67;;63883597;-0.299;-1.271;-0.039;8.7;-9.8;11.4;-1180;207.5;58.5;8.3;18.3;225.2;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;896;8487;67;;63883598;-0.322;-1.236;-0.014;9.4;-11.9;3.6;-1184.5;216.5;63;8.1;18.4;225.1;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;897;8488;67;;63883598;-0.339;-1.108;0.01;10.2;-13.3;-2.3;-1181.5;209;55.5;7.9;18.6;225;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;898;8489;67;;63883598;-0.384;-1.045;0.043;11.5;-14.1;0.1;-1184.5;209;58.5;7.6;18.7;224.8;102009;0;1;1;17;17;24.4;37.3;0.0635;0;
1;2;899;8490;68;;63883864;-0.402;-0.945;0.07;12.5;-13.7;5.8;-1177;213.5;51;7.4;18.8;224.7;102011;0;1;1;17;18;24.4;37.3;0;0.00426;
1;2;900;8491;68;;63883864;-0.379;-1.027;0.1;13.8;-11.8;9.5;-1171;204.5;52.5;7.1;18.9;224.5;102011;0;1;1;17;18;24.4;37.3;0;0.00426;
1;2;901;8492;68;;63883864;-0.359;-0.963;0.132;12.1;-9.1;-0.5;-1172.5;212;48;6.9;18.9;224.4;102011;0;1;1;17;18;24.4;37.3;0;0.00426;
1;2;902;8493;68;;63883864;-0.356;-0.914;0.138;10.2;-8.4;-6.8;-1174;210.5;45;6.7;19;224.3;102011;0;1;1;17;18;24.4;37.3;0;0.00426;
1;2;903;8494;68;;63883865;-0.336;-0.916;0.139;5.9;-8.8;-8;-1178.5;206;45;6.5;18.9;224.2;102011;0;1;1;17;18;24.4;37.3;0;0.00426;
1;2;904;8495;68;;63883865;-0.299;-0.918;0.126;2.1;-10;-6.1;-1178.5;209;39;6.4;18.9;224.1;102013;0;1;1;17;18;24.4;37.3;0.0635;0.00426;
1;2;905;8496;68;;63883865;-0.27;-0.908;0.109;-1.1;-10;-2.2;-1186;209;46.5;6.3;18.8;223.9;102013;0;1;1;17;18;24.4;37.3;0.0635;0.00426;
1;2;906;8497;68;;63883865;-0.246;-0.862;0.085;-4.9;-9.1;1.4;-1175.5;212;42;6.4;18.8;223.7;102013;0;1;1;17;18;24.4;37.3;0.0635;0.00426;
1;2;907;8498;68;;63883865;-0.237;-0.831;0.067;-7.5;-7.7;4;-1181.5;207.5;42;6.4;18.8;223.5;102013;0;1;1;17;18;24.4;37.3;0.0635;0.00426;
1;2;908;8499;68;;63883866;-0.239;-0.808;0.049;-10.7;-5.3;7.1;-1178.5;209;39;6.6;19;223.4;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;909;8500;68;;63883866;-0.226;-0.776;0.035;-14;-3.1;8.7;-1175.5;209;39;6.8;19.1;223.2;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;910;8501;68;;63883867;-0.212;-0.799;0.022;-15.5;-0.6;8.2;-1175.5;206;45;7.1;19.3;223.1;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;911;8502;68;;63883867;-0.202;-0.798;0.014;-16.5;1;5.1;-1177;209;45;7.4;19.4;223;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;912;8503;68;;63883867;-0.198;-0.817;0.008;-15.8;2.2;2.3;-1172.5;213.5;45;7.8;19.5;222.9;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;913;8504;68;;63883867;-0.193;-0.814;0.007;-15.1;2.3;2;-1178.5;212;42;8.2;19.6;222.8;102011;0;1;1;17;18;24.45;37.29;0;0.002556;
1;2;914;8505;69;;63884192;-0.195;-0.839;0.007;-14;1.8;2.5;-1174;206;43.5;8.4;19.7;222.8;102013;0;1;1;17;18;24.45;37.29;0.1905;0;
1;2;915;8506;69;;63884192;-0.197;-0.85;0.009;-13;1.5;4.1;-1175.5;209;45;8.9;19.8;222.7;102013;0;1;1;17;18;24.45;37.29;0.1905;0;
1;2;916;8507;69;;63884193;-0.198;-0.855;0.011;-12.1;1.8;5.7;-1180;213.5;54;9.1;19.9;222.7;102013;0;1;1;17;18;24.45;37.29;0.1905;0;
1;2;917;8508;69;;63884193;-0.211;-0.83;0.007;-10.9;2.5;6.9;-1183;207.5;46.5;9.4;20;222.7;102013;0;1;1;17;18;24.45;37.29;0.1905;0;
1;2;918;8509;69;;63884194;-0.229;-0.919;0.016;-10.3;3.6;10.1;-1178.5;207.5;57;9.8;20.2;222.7;102013;0;1;1;17;18;24.45;37.29;0.1905;0;
1;2;919;8510;69;;63884194;-0.255;-1.003;0.023;-10.9;4.1;12.5;-1183;207.5;55.5;10;20.4;222.7;102009;0;1;1;17;18;24.45;37.3;0;0.000852;
1;2;920;8511;69;;63884194;-0.268;-1.088;0.024;-13.1;4.1;12.8;-1169.5;216.5;52.5;10.4;20.6;222.7;102009;0;1;1;17;18;24.45;37.3;0;0.000852;
1;2;921;8512;69;;63884194;-0.285;-1.157;0.009;-14.3;3.3;11.3;-1177;210.5;51;10.6;20.8;222.6;102009;0;1;1;17;18;24.45;37.3;0;0.000852;
1;2;922;8513;69;;63884195;-0.324;-1.156;-0.009;-13.1;2.8;9.9;-1174;209;52.5;10.9;21;222.6;102009;0;1;1;17;18;24.45;37.3;0;0.000852;
1;2;923;8514;69;;63884196;-0.375;-1.245;-0.05;-9.3;3;13.9;-1178.5;210.5;58.5;11.2;21.4;222.7;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;924;8515;69;;63884197;-0.386;-1.365;-0.066;-7.8;3.6;16.1;-1174;207.5;66;11.5;21.6;222.6;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;925;8516;69;;63884197;-0.397;-1.272;-0.089;-6.1;4.6;10.4;-1169.5;216.5;64.5;11.7;21.8;222.7;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;926;8517;69;;63884198;-0.412;-1.161;-0.12;-4.8;5;4.3;-1171;210.5;60;11.9;22;222.7;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;927;8518;69;;63884198;-0.433;-1.032;-0.158;-6.5;4.4;0.2;-1174;213.5;60;12.1;22.1;222.8;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;928;8519;69;;63884199;-0.426;-0.871;-0.203;-11.3;2.4;-2.9;-1181.5;213.5;63;12.4;22.1;222.8;102009;0;1;1;19;20;24.45;37.3;0.127;0.000852;
1;2;929;8520;70;;63884485;-0.414;-0.953;-0.233;-13;0.4;-3;-1174;206;63;12.6;22.1;222.8;102010;0;1;1;19;20;24.45;37.3;0.0635;0.00426;
1;2;930;8521;70;;63884486;-0.38;-0.955;-0.255;-13.1;-1.3;-4.9;-1183;215;58.5;12.9;22;222.7;102010;0;1;1;19;20;24.45;37.3;0.0635;0.00426;
1;2;931;8522;70;;63884486;-0.357;-0.951;-0.263;-9.2;-2.8;-7.8;-1184.5;215;58.5;13.1;21.9;222.6;102010;0;1;1;19;20;24.45;37.3;0.0635;0.00426;
1;2;932;8523;70;;63884486;-0.352;-0.925;-0.267;-3.8;-3.6;-9.4;-1183;210.5;66;13.2;21.8;222.5;102010;0;1;1;19;20;24.45;37.3;0.0635;0.00426;
1;2;933;8524;70;;63884487;-0.334;-0.931;-0.248;4.8;-3.8;-7.9;-1187.5;207.5;67.5;13.3;21.7;222.5;102010;0;1;1;19;20;24.45;37.3;0.0635;0.00426;
1;2;934;8525;70;;63884487;-0.324;-0.948;-0.219;9.8;-3;-5.4;-1193.5;215;55.5;13.3;21.6;222.5;102016;0;1;1;19;20;24.45;37.3;0.127;0.002556;
1;2;935;8526;70;;63884487;-0.304;-0.899;-0.192;14.3;-1.7;-3.7;-1192;210.5;61.5;13.1;21.4;222.5;102016;0;1;1;19;20;24.45;37.3;0.127;0.002556;
1;2;936;8527;70;;63884488;-0.292;-0.871;-0.164;17.9;-0.2;-2.3;-1192;213.5;61.5;12.9;21.3;222.7;102016;0;1;1;19;20;24.45;37.3;0.127;0.002556;
1;2;937;8528;70;;63884488;-0.278;-0.846;-0.135;20;1.3;-2.2;-1196.5;207.5;52.5;12.6;21.2;222.8;102016;0;1;1;19;20;24.45;37.3;0.127;0.002556;
1;2;938;8529;70;;63884488;-0.259;-0.811;-0.115;21.3;2.9;-4;-1198;212;46.5;12.3;21.1;223;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;939;8530;70;;63884488;-0.248;-0.789;-0.097;21.8;4.3;-6.5;-1199.5;204.5;54;12.1;21;223.2;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;940;8531;70;;63884489;-0.237;-0.798;-0.081;20.9;4.3;-8.6;-1208.5;206;51;11.7;20.8;223.5;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;941;8532;70;;63884489;-0.226;-0.793;-0.069;19.5;3.2;-10.3;-1201;210.5;51;11.4;20.6;223.7;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;942;8533;70;;63884489;-0.209;-0.777;-0.066;18.9;1.2;-11.9;-1202.5;200;42;11.1;20.4;223.9;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;943;8534;70;;63884491;-0.202;-0.827;-0.065;18.6;-2;-12;-1208.5;203;45;10.7;20.1;224;102011;0;1;1;19;20;24.43;37.3;0.0635;0.002556;
1;2;944;8535;71;;63884795;-0.2;-0.867;-0.066;18.2;-4.1;-10.5;-1213;203;42;10.5;19.9;224.2;102015;0;1;1;19;20;24.43;37.3;0.0635;0.001704;
1;2;945;8536;71;;63884795;-0.202;-0.883;-0.067;17;-5.6;-8.8;-1208.5;203;36;10.1;19.7;224.3;102015;0;1;1;19;20;24.43;37.3;0.0635;0.001704;
1;2;946;8537;71;;63884799;-0.199;-0.877;-0.074;15.9;-7.1;-7.9;-1211.5;206;24;9.8;19.5;224.3;102015;0;1;1;19;20;24.43;37.3;0.0635;0.001704;
1;2;947;8538;71;;63884799;-0.194;-0.944;-0.084;15.4;-7.5;-6.6;-1214.5;197;25.5;9.5;19.3;224.3;102015;0;1;1;19;20;24.43;37.3;0.0635;0.001704;
1;2;948;8539;71;;63884799;-0.206;-1.038;-0.088;13.9;-7.8;-4.3;-1220.5;198.5;24;9.2;19.2;224.3;102015;0;1;1;19;20;24.43;37.3;0.0635;0.001704;
1;2;949;8540;71;;63884799;-0.209;-1.099;-0.088;12.1;-7.9;-2.5;-1222;206;12;9;19.1;224.2;102011;0;1;1;21;21;24.45;37.3;0.1905;0.005112;
1;2;950;8541;71;;63884800;-0.221;-1.126;-0.087;11;-8;-2.3;-1228;203;18;8.8;19.1;224.2;102011;0;1;1;21;21;24.45;37.3;0.1905;0.005112;
1;2;951;8542;71;;63884800;-0.255;-1.147;-0.072;10.3;-8.4;-0.8;-1216;203;12;8.6;19.1;224.1;102011;0;1;1;21;21;24.45;37.3;0.1905;0.005112;
1;2;952;8543;71;;63884800;-0.283;-1.159;-0.062;10.9;-9.1;3.3;-1219;197;12;8.3;19.1;224;102011;0;1;1;21;21;24.45;37.3;0.1905;0.005112;
1;2;953;8544;71;;63884801;-0.339;-1.287;-0.036;9.2;-11;13.3;-1222;192.5;10.5;8.1;19.4;223.9;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;954;8545;71;;63884801;-0.34;-1.302;-0.024;8.2;-11.9;13.5;-1213;201.5;6;8;19.4;223.8;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;955;8546;71;;63884802;-0.377;-1.178;0.006;9.2;-13.5;7.7;-1211.5;198.5;12;7.7;19.6;223.6;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;956;8547;71;;63884802;-0.417;-1.051;0.042;12.4;-11.6;6.2;-1214.5;192.5;6;7.5;19.9;223.6;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;957;8548;71;;63884802;-0.441;-0.945;0.08;14.4;-9.4;6.9;-1216;191;3;7.3;20.1;223.4;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;958;8549;71;;63884803;-0.429;-0.921;0.107;14.4;-7.7;5.9;-1213;192.5;3;7;20.2;223.3;102011;0;1;1;21;21;24.45;37.3;0.127;0.002556;
1;2;959;8550;72;;63885083;-0.413;-0.992;0.144;12.8;-6.7;2.4;-1208.5;188;-6;6.8;20.3;223.3;102009;0;1;1;21;21;24.41;37.32;0;0.00426;
1;2;960;8551;72;;63885084;-0.39;-0.916;0.16;11.2;-6.4;-3.2;-1207;194;-7.5;6.5;20.3;223.2;102009;0;1;1;21;21;24.41;37.32;0;0.00426;
1;2;961;8552;72;;63885084;-0.387;-0.882;0.158;8.9;-7.1;-6.3;-1210;191;-6;6.4;20.3;223.2;102009;0;1;1;21;21;24.41;37.32;0;0.00426;
