User;Action;real time;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
3;2;1;17295;18;;64521083;-0.207;-0.988;0.03;2.1;9.6;5.7;-1316.5;207.5;36;2.4;14.2;221.2;102006;0;1;1;18;19;24.73;41.94;0.127;0.000852;
3;2;2;17296;18;;64521084;-0.206;-0.991;0.028;2;8.1;6.4;-1321;209;42;2.3;14.2;221.4;102006;0;1;1;18;19;24.73;41.94;0.127;0.000852;
3;2;3;17297;18;;64521084;-0.195;-1.002;0.022;2.8;7.4;6.8;-1316.5;203;36;2;14.1;221.5;102006;0;1;1;18;19;24.73;41.94;0.127;0.000852;
3;2;4;17298;18;;64521084;-0.191;-0.996;0.022;4.5;7.5;6.8;-1315;207.5;36;1.7;14;221.6;102006;0;1;1;18;19;24.73;41.94;0.127;0.000852;
3;2;5;17299;18;;64521085;-0.208;-0.972;0.027;5.1;7.4;5.7;-1321;209;34.5;1.6;14;221.9;102006;0;1;1;18;19;24.73;41.94;0.127;0.000852;
3;2;6;17300;18;;64521085;-0.211;-0.976;0.025;3.8;7;5.5;-1313.5;203;37.5;1.4;13.9;222;102008;0;0;1;15;17;24.73;41.94;0.0635;0.002556;
3;2;7;17301;18;;64521085;-0.207;-0.989;0.03;1.9;5.2;4.5;-1315;204.5;42;1.3;13.9;222.2;102008;0;0;1;15;17;24.73;41.94;0.0635;0.002556;
3;2;8;17302;18;;64521086;-0.209;-1.003;0.027;1.2;4.2;4.2;-1321;201.5;27;1.3;13.9;222.3;102008;0;0;1;15;17;24.73;41.94;0.0635;0.002556;
3;2;9;17303;18;;64521086;-0.212;-0.989;0.03;1.9;3.2;4.1;-1318;207.5;36;1;13.8;222.4;102008;0;0;1;15;17;24.73;41.94;0.0635;0.002556;
3;2;10;17304;18;;64521086;-0.212;-0.997;0.026;2.7;2.4;4.7;-1318;195.5;34.5;1;13.9;222.5;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;11;17305;18;;64521086;-0.216;-0.988;0.025;3.2;1.4;5.1;-1310.5;206;31.5;0.8;13.8;222.5;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;12;17306;18;;64521087;-0.214;-0.991;0.021;3.1;0.5;5.2;-1312;207.5;33;0.7;13.8;222.6;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;13;17307;18;;64521087;-0.218;-0.992;0.019;3.3;0;5.1;-1313.5;200;31.5;0.5;13.8;222.6;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;14;17308;18;;64521087;-0.218;-0.991;0.019;3;-0.5;4.4;-1313.5;203;36;0.4;13.7;222.6;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;15;17309;18;;64521088;-0.212;-0.996;0.022;2.8;-0.7;3.2;-1315;203;34.5;0.2;13.7;222.7;102005;0;0;1;15;17;24.68;41.94;0.1905;0.000852;
3;2;16;17310;19;;64521383;-0.213;-0.995;0.02;3.1;-0.6;3;-1318;203;27;0.1;13.6;222.7;102009;0;0;1;15;17;24.68;41.94;0.0635;0.00426;
3;2;17;17311;19;;64521383;-0.216;-0.991;0.024;3.5;-0.7;2.7;-1307.5;198.5;27;0;13.5;222.7;102009;0;0;1;15;17;24.68;41.94;0.0635;0.00426;
3;2;18;17312;19;;64521384;-0.217;-0.996;0.026;2.8;-1.2;1.2;-1318;204.5;24;0;13.4;222.7;102009;0;0;1;15;17;24.68;41.94;0.0635;0.00426;
3;2;19;17313;19;;64521385;-0.218;-0.989;0.028;3.3;-1.6;0.5;-1306;201.5;33;-0.1;13.4;222.8;102009;0;0;1;15;17;24.68;41.94;0.0635;0.00426;
3;2;20;17314;19;;64521386;-0.22;-0.988;0.03;3.8;-1.9;0.3;-1313.5;197;30;-0.3;13.3;222.8;102009;0;0;1;15;17;24.68;41.94;0.0635;0.00426;
3;2;21;17315;19;;64521386;-0.222;-0.981;0.033;3.9;-2.8;0.4;-1310.5;198.5;22.5;-0.4;13.2;222.7;102002;0;0;1;15;17;24.71;41.94;0;0.001704;
3;2;22;17316;19;;64521386;-0.22;-0.986;0.033;3.9;-3.6;1.1;-1310.5;197;27;-0.5;13.2;222.7;102002;0;0;1;15;17;24.71;41.94;0;0.001704;
3;2;23;17317;19;;64521387;-0.223;-0.983;0.035;4.1;-4.3;1.2;-1309;204.5;27;-0.7;13.1;222.7;102002;0;0;1;15;17;24.71;41.94;0;0.001704;
3;2;24;17318;19;;64521387;-0.227;-0.99;0.034;3.9;-5.3;1.4;-1307.5;195.5;33;-0.8;13.1;222.6;102002;0;0;1;15;17;24.71;41.94;0;0.001704;
3;2;25;17319;19;;64521387;-0.222;-0.987;0.034;4.4;-6;1.2;-1310.5;198.5;25.5;-0.9;13.1;222.6;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;26;17320;19;;64521387;-0.217;-0.993;0.033;4.6;-6;0.8;-1307.5;200;25.5;-1.1;13.1;222.5;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;27;17321;19;;64521388;-0.214;-0.981;0.033;5;-5.8;0.1;-1306;197;25.5;-1.2;13;222.4;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;28;17322;19;;64521389;-0.214;-0.983;0.034;4.6;-4.9;-0.5;-1304.5;197;27;-1.3;13;222.4;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;29;17323;19;;64521389;-0.215;-0.986;0.038;3.6;-4.6;-0.9;-1313.5;198.5;25.5;-1.4;12.9;222.3;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;30;17324;19;;64521389;-0.217;-0.984;0.04;3.8;-4.4;-1.5;-1310.5;195.5;21;-1.5;12.8;222.3;102005;0;0;1;15;17;24.71;41.94;0.127;0.000852;
3;2;31;17325;20;;64521723;-0.216;-0.984;0.042;3.9;-4.2;-1.5;-1312;195.5;21;-1.6;12.7;222.3;102002;0;0;0;14;16;24.66;41.94;0.127;0.00426;
3;2;32;17326;20;;64521723;-0.218;-0.981;0.041;3.3;-4.1;-1.4;-1312;200;24;-1.7;12.6;222.2;102002;0;0;0;14;16;24.66;41.94;0.127;0.00426;
3;2;33;17327;20;;64521724;-0.222;-0.974;0.042;2.6;-4.3;-1.4;-1312;200;30;-1.7;12.6;222.2;102002;0;0;0;14;16;24.66;41.94;0.127;0.00426;
3;2;34;17328;20;;64521725;-0.223;-0.983;0.041;1.7;-4.8;-1.1;-1309;203;24;-1.8;12.5;222.2;102002;0;0;0;14;16;24.66;41.94;0.127;0.00426;
3;2;35;17329;20;;64521728;-0.216;-0.989;0.041;2.1;-5.1;-1;-1310.5;201.5;25.5;-1.8;12.5;222.1;102002;0;0;0;14;16;24.66;41.94;0.127;0.00426;
3;2;36;17330;20;;64521729;-0.217;-0.992;0.04;2.7;-5.4;-1.7;-1318;198.5;24;-1.9;12.5;222.1;102007;0;0;0;14;16;24.66;41.94;0.254;0.001704;
3;2;37;17331;20;;64521730;-0.223;-0.984;0.044;2.6;-5.8;-2.8;-1312;197;25.5;-1.9;12.4;222;102007;0;0;0;14;16;24.66;41.94;0.254;0.001704;
3;2;38;17332;20;;64521731;-0.223;-0.988;0.045;1.6;-6.4;-3.9;-1301.5;195.5;31.5;-1.9;12.3;221.9;102007;0;0;0;14;16;24.66;41.94;0.254;0.001704;
3;2;39;17333;20;;64521731;-0.216;-0.981;0.043;1.1;-6.5;-4.3;-1309;203;21;-2;12.3;221.9;102007;0;0;0;14;16;24.66;41.94;0.254;0.001704;
3;2;40;17334;20;;64521732;-0.216;-0.98;0.043;1.4;-6.6;-3.7;-1315;201.5;30;-2;12.2;221.8;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;41;17335;20;;64521732;-0.212;-0.978;0.041;1.7;-6.9;-2.9;-1310.5;197;27;-2.1;12.2;221.7;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;42;17336;20;;64521733;-0.209;-0.987;0.04;1.9;-6.9;-2.5;-1306;200;25.5;-2.1;12.1;221.6;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;43;17337;20;;64521733;-0.203;-0.995;0.041;2;-6.7;-2.9;-1307.5;197;25.5;-2.1;12;221.6;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;44;17338;20;;64521734;-0.208;-0.986;0.039;2.6;-6.2;-3.3;-1312;203;27;-2.1;11.9;221.5;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;45;17339;20;;64521734;-0.214;-0.975;0.041;2.6;-5.9;-3;-1312;207.5;27;-2.2;11.8;221.4;102005;0;0;0;14;16;24.66;41.96;0;0.001704;
3;2;46;17340;21;;64521992;-0.211;-0.988;0.044;1.2;-5.9;-2.5;-1310.5;203;21;-2.2;11.8;221.4;102007;0;0;0;14;16;24.66;41.96;0.0635;0.005112;
3;2;47;17341;21;;64521992;-0.213;-0.986;0.047;1.1;-6.3;-2.2;-1316.5;197;21;-2.2;11.7;221.3;102007;0;0;0;14;16;24.66;41.96;0.0635;0.005112;
3;2;48;17342;21;;64521993;-0.211;-0.994;0.045;1.7;-6.7;-1.5;-1316.5;200;24;-2.2;11.7;221.2;102007;0;0;0;14;16;24.66;41.96;0.0635;0.005112;
3;2;49;17343;21;;64521993;-0.21;-0.982;0.046;3.3;-6.9;-1.1;-1312;203;30;-2.3;11.7;221.2;102007;0;0;0;14;16;24.66;41.96;0.0635;0.005112;
3;2;50;17344;21;;64521994;-0.205;-0.969;0.044;2.7;-7.3;-0.1;-1315;203;24;-2.3;11.7;221.1;102007;0;0;0;14;16;24.66;41.96;0.0635;0.005112;
3;2;51;17345;21;;64521994;-0.204;-0.976;0.045;1.9;-7.3;0.7;-1310.5;195.5;25.5;-2.3;11.7;221;102007;0;0;0;14;16;24.68;41.94;0.0635;0.003408;
3;2;52;17346;21;;64521995;-0.2;-0.986;0.044;1.9;-7;0.5;-1313.5;195.5;31.5;-2.4;11.7;220.9;102007;0;0;0;14;16;24.68;41.94;0.0635;0.003408;
3;2;53;17347;21;;64521995;-0.201;-0.982;0.043;2.7;-6.6;0;-1315;195.5;31.5;-2.4;11.7;220.9;102007;0;0;0;14;16;24.68;41.94;0.0635;0.003408;
3;2;54;17348;21;;64521996;-0.2;-0.982;0.045;2.4;-6.5;0;-1307.5;194;25.5;-2.4;11.7;220.8;102007;0;0;0;14;16;24.68;41.94;0.0635;0.003408;
3;2;55;17349;21;;64521996;-0.202;-0.978;0.048;1.7;-6.7;0;-1312;195.5;25.5;-2.4;11.6;220.7;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;56;17350;21;;64521997;-0.208;-0.978;0.048;0.4;-7.3;0.6;-1307.5;194;25.5;-2.4;11.6;220.6;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;57;17351;21;;64521998;-0.204;-0.97;0.046;-0.8;-8.2;1.6;-1310.5;201.5;30;-2.4;11.6;220.5;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;58;17352;21;;64522001;-0.205;-0.988;0.042;-1.7;-9;2.2;-1309;197;33;-2.4;11.7;220.4;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;59;17353;21;;64522002;-0.212;-0.997;0.039;-1.4;-9.7;2;-1300;195.5;31.5;-2.4;11.7;220.3;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;60;17354;21;;64522002;-0.208;-1.007;0.035;-0.7;-11.2;1;-1306;200;37.5;-2.3;11.7;220.1;102008;0;0;1;15;17;24.68;41.94;0.127;0.002556;
3;2;61;17355;22;;64522299;-0.206;-0.984;0.035;0;-12;0.5;-1304.5;201.5;37.5;-2.3;11.7;220;102008;0;0;1;15;17;24.62;41.98;0.1905;0.000852;
3;2;62;17356;22;;64522300;-0.209;-0.989;0.035;-0.6;-13;0.9;-1303;201.5;36;-2.2;11.7;219.8;102008;0;0;1;15;17;24.62;41.98;0.1905;0.000852;
3;2;63;17357;22;;64522300;-0.205;-0.991;0.035;-0.5;-14.4;0.9;-1306;195.5;39;-2.2;11.7;219.6;102008;0;0;1;15;17;24.62;41.98;0.1905;0.000852;
3;2;64;17358;22;;64522301;-0.199;-0.998;0.034;-0.8;-14.6;0.2;-1301.5;210.5;42;-2.2;11.7;219.4;102008;0;0;1;15;17;24.62;41.98;0.1905;0.000852;
3;2;65;17359;22;;64522301;-0.195;-0.992;0.036;-0.1;-15.1;-0.7;-1310.5;203;39;-2.2;11.7;219.1;102008;0;0;1;15;17;24.62;41.98;0.1905;0.000852;
3;2;66;17360;22;;64522301;-0.194;-0.98;0.041;0;-15.8;-1.7;-1300;210.5;39;-2.1;11.7;218.9;102007;0;0;1;15;17;24.62;41.98;0;0.005112;
3;2;67;17361;22;;64522302;-0.195;-0.968;0.045;-0.7;-17;-1.9;-1303;201.5;36;-2.1;11.6;218.6;102007;0;0;1;15;17;24.62;41.98;0;0.005112;
3;2;68;17362;22;;64522302;-0.192;-0.965;0.048;-1.4;-18.3;-1.3;-1304.5;198.5;43.5;-2.1;11.5;218.3;102007;0;0;1;15;17;24.62;41.98;0;0.005112;
3;2;69;17363;22;;64522302;-0.194;-0.958;0.051;-1.6;-19.7;0;-1306;194;40.5;-2.1;11.5;218;102007;0;0;1;15;17;24.62;41.98;0;0.005112;
3;2;70;17364;22;;64522302;-0.203;-0.947;0.062;-2.8;-23.1;3.2;-1294;198.5;39;-2.1;11.5;217.6;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;71;17365;22;;64522303;-0.201;-0.953;0.064;-3.5;-24.5;4.4;-1300;200;43.5;-2.1;11.5;217.3;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;72;17366;22;;64522303;-0.188;-0.984;0.067;-4.2;-27.7;6.9;-1295.5;203;46.5;-2.1;11.6;216.7;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;73;17367;22;;64522311;-0.18;-1.014;0.076;-4;-28.2;8.4;-1294;201.5;45;-2.1;11.7;216.3;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;74;17368;22;;64522311;-0.177;-1.008;0.08;-3.1;-27.7;8.9;-1289.5;207.5;49.5;-2;11.9;215.7;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;75;17369;22;;64522311;-0.183;-0.994;0.08;-1.6;-26.7;8.3;-1289.5;201.5;58.5;-1.9;12.2;215.1;102009;0;0;1;15;17;24.69;41.98;0;0.002556;
3;2;76;17370;23;;64522592;-0.174;-0.99;0.086;-2.6;-25.9;5.5;-1285;197;51;-1.8;12.4;214.6;102005;0;0;1;15;17;24.69;41.98;0.127;0.002556;
3;2;77;17371;23;;64522593;-0.182;-0.996;0.089;-3.5;-24.7;2.5;-1283.5;200;58.5;-1.8;12.6;213.9;102005;0;0;1;15;17;24.69;41.98;0.127;0.002556;
3;2;78;17372;23;;64522593;-0.182;-0.988;0.096;-3.9;-23.4;1.2;-1289.5;194;55.5;-1.8;12.7;213.4;102005;0;0;1;15;17;24.69;41.98;0.127;0.002556;
3;2;79;17373;23;;64522593;-0.191;-1.028;0.1;-3.7;-22.3;0.9;-1280.5;201.5;57;-2;12.5;212.9;102005;0;0;1;15;17;24.69;41.98;0.127;0.002556;
3;2;80;17374;23;;64522594;-0.175;-1.014;0.102;-2.7;-21.7;-0.4;-1277.5;197;57;-2.3;12.3;212.4;102005;0;0;1;15;17;24.69;41.98;0.127;0.002556;
3;2;81;17375;23;;64522594;-0.18;-1.026;0.095;-2.2;-20.8;-2;-1283.5;198.5;58.5;-2.3;12.3;212.1;102006;0;0;1;16;18;24.6;41.98;0.127;0.001704;
3;2;82;17376;23;;64522595;-0.182;-1.004;0.1;-3;-19.7;-3.9;-1282;200;58.5;-2.2;12.3;211.5;102006;0;0;1;16;18;24.6;41.98;0.127;0.001704;
3;2;83;17377;23;;64522595;-0.165;-0.975;0.1;-5.1;-18.3;-7.8;-1282;204.5;61.5;-2;12.3;211.1;102006;0;0;1;16;18;24.6;41.98;0.127;0.001704;
3;2;84;17378;23;;64522596;-0.149;-0.989;0.098;-6.9;-16.8;-10.4;-1280.5;204.5;61.5;-2;12.1;210.8;102006;0;0;1;16;18;24.6;41.98;0.127;0.001704;
3;2;85;17379;23;;64522597;-0.135;-0.98;0.09;-9.3;-15.3;-13.6;-1274.5;200;64.5;-2;11.8;210.4;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;86;17380;23;;64522597;-0.129;-0.981;0.091;-11.2;-14.5;-17.2;-1280.5;203;66;-1.8;11.6;210.1;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;87;17381;23;;64522598;-0.107;-0.978;0.085;-12.4;-14.1;-19;-1291;213.5;64.5;-1.6;11.3;209.7;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;88;17382;23;;64522599;-0.106;-0.971;0.083;-12.1;-13.1;-20;-1285;203;70.5;-1.3;11.1;209.4;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;89;17383;23;;64522599;-0.103;-0.947;0.087;-14.5;-12.6;-20.5;-1283.5;206;82.5;-0.9;10.8;209.1;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;90;17384;23;;64522600;-0.083;-0.956;0.082;-15.6;-12.2;-19.7;-1288;210.5;82.5;-0.6;10.5;208.8;102003;0;0;1;16;18;24.6;41.98;0.0635;0.001704;
3;2;91;17385;24;;64522943;-0.069;-0.959;0.074;-16.1;-10.8;-17.6;-1292.5;213.5;85.5;-0.2;10.4;208.6;102007;0;0;1;16;18;24.6;41.96;0;0.001704;
3;2;92;17386;24;;64522944;-0.056;-0.974;0.063;-15.6;-9.2;-14.5;-1300;210.5;84;0.1;10.1;208.4;102007;0;0;1;16;18;24.6;41.96;0;0.001704;
3;2;93;17387;24;;64522944;-0.046;-0.99;0.06;-14.1;-7.4;-11;-1294;213.5;93;0.5;10;208.2;102007;0;0;1;16;18;24.6;41.96;0;0.001704;
3;2;94;17388;24;;64522945;-0.042;-1.003;0.047;-10.5;-4.3;-7.2;-1291;212;91.5;0.8;9.9;208.1;102007;0;0;1;16;18;24.6;41.96;0;0.001704;
3;2;95;17389;24;;64522945;-0.033;-1.019;0.051;-7.9;-2.1;-4.4;-1294;221;93;1.1;9.8;208.2;102007;0;0;1;16;18;24.6;41.96;0;0.001704;
3;2;96;17390;24;;64522945;-0.04;-1.017;0.056;-5.3;0;-2.1;-1297;225.5;91.5;1.3;9.7;208.4;102009;0;0;1;16;18;24.6;41.96;0.0635;0.003408;
3;2;97;17391;24;;64522945;-0.035;-1.024;0.059;-5.9;2;-0.2;-1300;221;93;1.5;9.6;208.7;102009;0;0;1;16;18;24.6;41.96;0.0635;0.003408;
3;2;98;17392;24;;64522946;-0.04;-1.034;0.059;-3.9;4.2;0.6;-1304.5;216.5;96;1.6;9.6;209;102009;0;0;1;16;18;24.6;41.96;0.0635;0.003408;
3;2;99;17393;24;;64522946;-0.063;-1.027;0.065;-2.7;6.2;1.2;-1303;222.5;99;1.8;9.6;209.3;102009;0;0;1;16;18;24.6;41.96;0.0635;0.003408;
3;2;100;17394;24;;64522947;-0.073;-1.036;0.077;-1.4;6.7;0.7;-1304.5;228.5;97.5;1.9;9.7;209.6;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;101;17395;24;;64522947;-0.069;-1.04;0.082;-1.9;6.3;-0.5;-1298.5;224;91.5;2;9.7;209.9;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;102;17396;24;;64522949;-0.085;-1.092;0.084;-2.3;6.1;0;-1300;218;87;2.2;9.9;210.3;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;103;17397;24;;64522949;-0.101;-1.094;0.084;-2.9;5.8;-2;-1295.5;222.5;88.5;2.3;9.9;210.5;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;104;17398;24;;64522950;-0.067;-1.046;0.078;-4.3;5.2;-3.1;-1300;219.5;102;2.6;10;210.7;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;105;17399;24;;64522950;-0.067;-1.044;0.073;-1.6;6.3;-2.2;-1306;225.5;93;2.7;10.1;210.9;102005;0;0;1;16;18;24.62;41.98;0.0635;0.001704;
3;2;106;17400;25;;64523217;-0.068;-1.179;0.069;-0.4;8;-1.3;-1303;231.5;94.5;2.8;10.1;211.1;102006;0;1;1;18;19;24.62;41.98;0.1905;0.000852;
3;2;107;17401;25;;64523218;-0.068;-1.126;0.071;1.2;9.4;-6.3;-1304.5;228.5;85.5;2.9;9.8;211.4;102006;0;1;1;18;19;24.62;41.98;0.1905;0.000852;
3;2;108;17402;25;;64523218;-0.079;-1.13;0.064;1.1;10.7;-9.4;-1301.5;228.5;96;3;9.7;211.6;102006;0;1;1;18;19;24.62;41.98;0.1905;0.000852;
3;2;109;17403;25;;64523218;-0.091;-1.012;0.048;0.3;11.5;-11.5;-1307.5;221;97.5;3.1;9.5;211.9;102006;0;1;1;18;19;24.62;41.98;0.1905;0.000852;
3;2;110;17404;25;;64523218;-0.105;-1.011;0.016;-2.1;12.4;-9.8;-1310.5;224;90;3.2;9.3;212.2;102006;0;1;1;18;19;24.62;41.98;0.1905;0.000852;
3;2;111;17405;25;;64523219;-0.121;-0.951;-0.013;-2.7;12.6;-8;-1315;227;94.5;3.3;9.2;212.6;102012;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;112;17406;25;;64523219;-0.145;-0.961;-0.047;-3.8;12.8;-3.6;-1321;231.5;93;3.4;9.1;213.2;102012;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;113;17407;25;;64523220;-0.163;-0.922;-0.086;-3.6;12;-1;-1315;230;90;3.6;9.1;213.5;102012;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;114;17408;25;;64523220;-0.175;-0.841;-0.137;-3.8;11.2;0.3;-1318;224;90;3.9;9.2;213.8;102012;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;115;17409;25;;64523220;-0.152;-0.968;-0.172;-4.4;9.7;3.8;-1316.5;228.5;94.5;4.1;9.4;214.1;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;116;17410;25;;64523221;-0.154;-0.99;-0.195;-3.6;9;1.1;-1322.5;234.5;97.5;4.3;9.4;214.4;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;117;17411;25;;64523222;-0.165;-1.004;-0.217;-3.1;8.4;-2.1;-1322.5;237.5;94.5;4.6;9.5;214.7;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;118;17412;25;;64523222;-0.183;-1.081;-0.223;-2.1;7.7;-2.7;-1319.5;234.5;102;4.8;9.7;214.9;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;119;17413;25;;64523222;-0.169;-1.022;-0.223;0;7.8;-1.7;-1322.5;233;91.5;5;9.7;215.2;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;120;17414;25;;64523223;-0.191;-1.116;-0.207;2.6;8.6;4.1;-1330;233;93;5.1;9.9;215.5;102009;0;1;1;18;19;24.56;41.98;0.0635;0.000852;
3;2;121;17415;26;;64523521;-0.206;-1.058;-0.183;7.9;8.7;7.4;-1319.5;228.5;87;5.2;10;215.7;102010;0;1;1;18;19;24.64;41.98;0.1905;0.002556;
3;2;122;17416;26;;64523522;-0.226;-1.067;-0.156;10.3;7.7;9.2;-1327;233;87;5.2;10.2;216;102010;0;1;1;18;19;24.64;41.98;0.1905;0.002556;
3;2;123;17417;26;;64523522;-0.226;-1.018;-0.129;14.1;4.9;5.1;-1316.5;234.5;79.5;5.1;10.4;216.3;102010;0;1;1;18;19;24.64;41.98;0.1905;0.002556;
3;2;124;17418;26;;64523523;-0.205;-1.01;-0.103;15.7;1.6;-0.2;-1330;236;90;5;10.5;216.5;102010;0;1;1;18;19;24.64;41.98;0.1905;0.002556;
3;2;125;17419;26;;64523523;-0.156;-0.973;-0.075;18.3;-4.2;-10.5;-1328.5;239;87;4.8;10.5;216.6;102010;0;1;1;18;19;24.64;41.98;0.1905;0.002556;
3;2;126;17420;26;;64523524;-0.141;-0.968;-0.062;19.7;-5.6;-13.4;-1327;234.5;87;4.6;10.6;216.8;102007;0;1;1;18;19;24.64;41.98;0.0635;0.003408;
3;2;127;17421;26;;64523524;-0.086;-0.931;-0.038;22.3;-9.1;-20.3;-1328.5;230;78;4.2;10.3;216.8;102007;0;1;1;18;19;24.64;41.98;0.0635;0.003408;
3;2;128;17422;26;;64523524;-0.068;-0.907;-0.034;22.3;-10.4;-23.3;-1327;237.5;79.5;4;10.1;216.8;102007;0;1;1;18;19;24.64;41.98;0.0635;0.003408;
3;2;129;17423;26;;64523525;-0.038;-0.915;-0.029;20.4;-11.3;-22.9;-1331.5;233;76.5;3.7;9.8;216.7;102007;0;1;1;18;19;24.64;41.98;0.0635;0.003408;
3;2;130;17424;26;;64523525;-0.02;-0.921;-0.026;19;-11.9;-22.2;-1337.5;233;78;3.3;9.4;216.7;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;131;17425;26;;64523526;-0.013;-0.926;-0.023;17.3;-12.7;-21.6;-1342;239;69;3.1;9.2;216.6;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;132;17426;26;;64523526;0.004;-0.912;-0.023;16;-13.6;-21.5;-1340.5;233;66;2.8;8.8;216.4;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;133;17427;26;;64523527;0.015;-0.925;-0.034;14.4;-13.6;-20.2;-1348;239;67.5;2.6;8.5;216.3;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;134;17428;26;;64523527;0.025;-0.942;-0.04;14.2;-12.3;-18;-1349.5;240.5;66;2.3;8.2;216.1;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;135;17429;26;;64523528;0.011;-0.967;-0.038;13.4;-10.6;-16;-1348;237.5;57;2.1;7.9;216;102005;0;1;1;18;20;24.67;41.98;0;0.001704;
3;2;136;17430;27;;64523822;0.017;-0.963;-0.032;12.8;-10.7;-16;-1349.5;248;63;2;7.8;215.9;102010;0;1;1;18;20;24.67;41.98;0.127;0.001704;
3;2;137;17431;27;;64523822;0.008;-1;-0.025;10.5;-11.8;-15.3;-1339;240.5;67.5;1.8;7.5;215.7;102010;0;1;1;18;20;24.67;41.98;0.127;0.001704;
3;2;138;17432;27;;64523823;0.02;-1.026;-0.016;11.6;-13.7;-13.7;-1352.5;242;70.5;1.6;7.3;215.6;102010;0;1;1;18;20;24.67;41.98;0.127;0.001704;
3;2;139;17433;27;;64523823;0.037;-1.048;-0.01;12.7;-14.5;-13.4;-1355.5;245;70.5;1.5;7;215.7;102010;0;1;1;18;20;24.67;41.98;0.127;0.001704;
3;2;140;17434;27;;64523824;0.056;-1.048;-0.001;13.7;-14.6;-14.7;-1357;245;69;1.3;6.7;215.6;102010;0;1;1;18;20;24.67;41.98;0.127;0.001704;
3;2;141;17435;27;;64523825;0.054;-1.007;0.004;12;-13.9;-17.2;-1351;243.5;61.5;1.2;6.5;215.5;102007;0;1;1;18;20;24.63;41.99;0;0.001704;
