User;Activity;realtime;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
2;1;1;570;183;;64184239;-0.004;-1.01;0.049;3.7;-4;-0.9;-1343.5;219.5;97.5;-2.4;0.1;336.7;102007;0;1;1;18;18;24.96;41.27;0.127;0.002556;
2;1;2;571;183;;64184240;0;-1.006;0.05;3.6;-3.4;-1.1;-1345;213.5;91.5;-2.4;0.1;336.7;102007;0;1;1;18;18;24.96;41.27;0.127;0.002556;
2;1;3;572;183;;64184240;-0.001;-1.009;0.05;3.4;-3;-1.3;-1351;225.5;106.5;-2.5;0.1;336.7;102007;0;1;1;18;18;24.96;41.27;0.127;0.002556;
2;1;4;573;183;;64184240;-0.001;-1.009;0.052;3.4;-2.7;-1.5;-1346.5;218;94.5;-2.6;0.1;336.7;102007;0;1;1;18;18;24.96;41.27;0.127;0.002556;
2;1;5;574;183;;64184241;-0.001;-1.006;0.054;3.1;-2;-1.7;-1349.5;215;99;-2.6;0.1;336.7;102007;0;1;1;18;18;24.96;41.27;0.127;0.002556;
2;1;6;575;183;;64184241;0;-1.006;0.054;2.8;-1.9;-2;-1349.5;215;93;-2.6;0.1;336.7;102006;0;1;1;18;18;24.98;41.26;0;0.002556;
2;1;7;576;183;;64184242;0;-1.007;0.054;2.7;-2.1;-2.5;-1351;216.5;91.5;-2.7;0;336.7;102006;0;1;1;18;18;24.98;41.26;0;0.002556;
2;1;8;577;183;;64184242;0.001;-1.008;0.053;2.5;-1.9;-3.1;-1352.5;216.5;93;-2.7;0;336.7;102006;0;1;1;18;18;24.98;41.26;0;0.002556;
2;1;9;578;183;;64184242;0.002;-1.006;0.053;2.5;-1.8;-3.4;-1342;222.5;96;-2.8;0;336.7;102006;0;1;1;18;18;24.98;41.26;0;0.002556;
2;1;10;579;183;;64184243;0.005;-1.007;0.054;2.4;-2.1;-3.5;-1355.5;218;94.5;-2.8;0;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;11;580;183;;64184243;0.005;-1.006;0.054;2.4;-2.3;-3.3;-1346.5;212;88.5;-2.8;0;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;12;581;183;;64184243;0.007;-0.994;0.051;2;-2.5;-3.2;-1343.5;219.5;91.5;-2.8;-0.1;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;13;582;183;;64184243;0.016;-1.01;0.053;1.3;-2.9;-2.7;-1352.5;215;99;-2.8;-0.2;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;14;583;183;;64184244;0.012;-1.014;0.052;1.5;-2.7;-2;-1352.5;216.5;87;-2.9;-0.2;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;15;584;183;;64184244;0.01;-0.999;0.052;1.9;-2.6;-1.8;-1348;216.5;90;-2.9;-0.3;336.7;102009;0;1;1;18;18;24.98;41.26;0.0635;0.002556;
2;1;16;585;184;;64184538;0.007;-0.996;0.047;1.6;-2.9;-1.4;-1345;221;96;-2.8;-0.3;336.7;102010;0;1;1;18;18;24.99;41.27;0.0635;0;
2;1;17;586;184;;64184538;0.006;-1.001;0.048;1.1;-3;-0.6;-1352.5;219.5;97.5;-2.8;-0.3;336.7;102010;0;1;1;18;18;24.99;41.27;0.0635;0;
2;1;18;587;184;;64184539;0.008;-1.006;0.046;1;-3.2;0.1;-1352.5;221;94.5;-2.8;-0.3;336.7;102010;0;1;1;18;18;24.99;41.27;0.0635;0;
2;1;19;588;184;;64184539;0.01;-1.007;0.046;1.3;-3.4;0.3;-1354;221;97.5;-2.8;-0.3;336.7;102010;0;1;1;18;18;24.99;41.27;0.0635;0;
2;1;20;589;184;;64184539;0.01;-1.007;0.044;1.7;-3.4;0.3;-1351;215;91.5;-2.8;-0.3;336.7;102010;0;1;1;18;18;24.99;41.27;0.0635;0;
2;1;21;590;184;;64184539;0.007;-1.007;0.043;1.8;-3.5;0.2;-1354;219.5;100.5;-2.7;-0.3;336.6;102009;0;1;1;18;18;24.99;41.27;0.1905;0.002556;
2;1;22;591;184;;64184540;0.006;-1.008;0.045;1.8;-3.7;0.3;-1354;219.5;105;-2.7;-0.3;336.6;102009;0;1;1;18;18;24.99;41.27;0.1905;0.002556;
2;1;23;592;184;;64184540;0.005;-1.009;0.044;1.7;-3.9;0.3;-1355.5;221;97.5;-2.7;-0.3;336.6;102009;0;1;1;18;18;24.99;41.27;0.1905;0.002556;
2;1;24;593;184;;64184540;0.005;-1.007;0.045;1.5;-4.1;0.4;-1351;219.5;91.5;-2.7;-0.2;336.5;102009;0;1;1;18;18;24.99;41.27;0.1905;0.002556;
2;1;25;594;184;;64184540;0.005;-1.01;0.046;1.8;-4.3;0.2;-1358.5;221;97.5;-2.6;-0.2;336.5;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;26;595;184;;64184541;0.005;-1.011;0.045;2;-4.3;0;-1351;216.5;96;-2.6;-0.2;336.5;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;27;596;184;;64184541;0.005;-1.009;0.045;1.9;-4.4;-0.6;-1351;221;96;-2.6;-0.2;336.4;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;28;597;184;;64184541;0.004;-1.007;0.046;1.7;-4.5;-1.1;-1346.5;216.5;94.5;-2.6;-0.2;336.4;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;29;598;184;;64184542;0.005;-1.008;0.045;1.5;-4.6;-1.5;-1345;215;91.5;-2.6;-0.2;336.4;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;30;599;184;;64184542;0.006;-1.012;0.045;1.5;-4.7;-1.6;-1357;218;96;-2.6;-0.2;336.3;102006;0;1;1;18;18;25.03;41.26;0;0.00426;
2;1;31;600;185;;64184848;0.005;-1.011;0.045;1.6;-4.8;-1.5;-1360;215;91.5;-2.6;-0.2;336.3;102013;0;1;1;18;18;25.03;41.26;0.0635;0.00426;
2;1;32;601;185;;64184849;0.007;-1.007;0.045;1.7;-4.7;-1.6;-1352.5;218;93;-2.6;-0.2;336.2;102013;0;1;1;18;18;25.03;41.26;0.0635;0.00426;
2;1;33;602;185;;64184849;0.01;-1.006;0.045;1.7;-4.7;-1.7;-1345;222.5;103.5;-2.5;-0.2;336.2;102013;0;1;1;18;18;25.03;41.26;0.0635;0.00426;
2;1;34;603;185;;64184850;0.011;-1.006;0.046;1.6;-4.4;-1.6;-1348;221;97.5;-2.5;-0.3;336.1;102013;0;1;1;18;18;25.03;41.26;0.0635;0.00426;
2;1;35;604;185;;64184850;0.009;-1.007;0.046;1.8;-4.2;-1.4;-1355.5;221;93;-2.5;-0.3;336.1;102013;0;1;1;18;18;25.03;41.26;0.0635;0.00426;
2;1;36;605;185;;64184851;0.01;-1.006;0.045;1.6;-4.1;-1.3;-1348;218;99;-2.5;-0.3;336.1;102009;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;37;606;185;;64184851;0.01;-1.006;0.048;1.3;-4;-1.3;-1349.5;216.5;105;-2.5;-0.4;336;102009;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;38;607;185;;64184852;0.009;-1.005;0.05;1;-3.9;-1.2;-1348;219.5;97.5;-2.5;-0.4;336;102009;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;39;608;185;;64184853;0.006;-1.003;0.052;0.7;-4.3;-1.2;-1349.5;219.5;96;-2.5;-0.4;336;102009;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;40;609;185;;64184853;0.009;-1.01;0.054;0.3;-4.7;-1;-1348;216.5;96;-2.5;-0.4;335.9;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;41;610;185;;64184854;0.004;-1.01;0.054;0.3;-5;-0.7;-1346.5;218;91.5;-2.5;-0.4;335.9;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;42;611;185;;64184854;0.002;-1.004;0.053;0.1;-5.4;-0.2;-1349.5;224;105;-2.5;-0.4;335.8;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;43;612;185;;64184855;0.002;-1.016;0.053;0;-6;0.1;-1345;224;99;-2.5;-0.4;335.8;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;44;613;185;;64184855;0.004;-1.018;0.053;0;-6.8;0.3;-1339;219.5;96;-2.5;-0.3;335.7;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;45;614;185;;64184856;0.003;-1.013;0.057;1.3;-7.6;-0.7;-1345;212;97.5;-2.5;-0.3;335.6;102013;0;1;1;18;18;25.01;41.29;0;0.00426;
2;1;46;615;186;;64185149;0.003;-1.009;0.057;1.9;-8.2;-1.6;-1346.5;218;97.5;-2.5;-0.3;335.5;102008;0;1;1;18;18;25.01;41.29;0.127;0.003408;
2;1;47;616;186;;64185149;0.003;-1.007;0.058;2.6;-8.9;-2.1;-1351;219.5;99;-2.6;-0.3;335.4;102008;0;1;1;18;18;25.01;41.29;0.127;0.003408;
2;1;48;617;186;;64185150;0.002;-1.006;0.059;2.7;-9.4;-2.3;-1357;219.5;103.5;-2.6;-0.3;335.3;102008;0;1;1;18;18;25.01;41.29;0.127;0.003408;
2;1;49;618;186;;64185150;0.003;-1.005;0.059;3.2;-10.2;-2.2;-1349.5;225.5;100.5;-2.7;-0.3;335.1;102008;0;1;1;18;18;25.01;41.29;0.127;0.003408;
2;1;50;619;186;;64185151;0.008;-1.005;0.058;3.4;-10.4;-2.2;-1352.5;228.5;102;-2.8;-0.3;335;102008;0;1;1;18;18;25.01;41.29;0.127;0.003408;
2;1;51;620;186;;64185151;0.014;-1.006;0.058;3.8;-10.7;-2.3;-1343.5;215;100.5;-2.8;-0.4;334.9;102007;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;52;621;186;;64185154;0.013;-1.006;0.057;4;-10.7;-2.2;-1346.5;228.5;105;-2.9;-0.4;334.7;102007;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;53;622;186;;64185155;0.016;-1.006;0.056;4.1;-10.6;-1.9;-1342;216.5;97.5;-3;-0.5;334.5;102007;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;54;623;186;;64185155;0.013;-1.004;0.056;4.4;-10.2;-1.1;-1336;210.5;103.5;-3;-0.5;334.4;102007;0;1;1;18;18;25.01;41.29;0.1905;0.005112;
2;1;55;624;186;;64185156;0.013;-1.014;0.056;4.6;-9.6;0.2;-1348;219.5;105;-3.1;-0.5;334.2;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;56;625;186;;64185158;0.015;-1.01;0.055;4.9;-9.4;0.7;-1346.5;221;105;-3.1;-0.5;334.1;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;57;626;186;;64185159;0.015;-1.004;0.053;4.4;-8.9;0.8;-1349.5;216.5;103.5;-3.2;-0.5;333.9;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;58;627;186;;64185159;0.018;-0.997;0.048;3.5;-8.4;0.4;-1336;225.5;109.5;-3.2;-0.5;333.8;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;59;628;186;;64185159;0.018;-0.997;0.042;2.7;-7.5;0.2;-1340.5;215;108;-3.2;-0.5;333.7;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;60;629;186;;64185160;0.019;-0.998;0.036;1.8;-6.6;0;-1340.5;216.5;100.5;-3.2;-0.5;333.6;102010;0;1;1;18;18;25.03;41.27;0.0635;0.00426;
2;1;61;630;187;;64185448;0.023;-1.007;0.032;1.2;-5.6;-0.4;-1339;216.5;94.5;-3.2;-0.5;333.5;102007;0;1;1;18;18;25.03;41.27;0;0.003408;
2;1;62;631;187;;64185449;0.029;-1.01;0.029;1.1;-4.5;-1.1;-1334.5;215;105;-3.1;-0.6;333.4;102007;0;1;1;18;18;25.03;41.27;0;0.003408;
2;1;63;632;187;;64185449;0.031;-1.018;0.027;1.4;-3.2;-1.9;-1349.5;221;102;-3;-0.6;333.4;102007;0;1;1;18;18;25.03;41.27;0;0.003408;
2;1;64;633;187;;64185450;0.03;-1.016;0.027;1.8;-2.4;-2.6;-1342;222.5;99;-2.9;-0.7;333.4;102007;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;65;634;187;;64185450;0.033;-1.009;0.02;2.1;-1.1;-2.6;-1342;219.5;99;-2.9;-0.8;333.4;102007;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;66;635;187;;64185451;0.034;-1.004;0.017;2.3;-0.5;-2.4;-1339;213.5;100.5;-2.8;-0.8;333.4;102009;0;1;1;18;18;25.05;41.27;0.127;0.002556;
2;2;67;636;187;;64185451;0.036;-1.002;0.012;2.9;1.5;-1.7;-1343.5;221;105;-2.7;-0.9;333.5;102009;0;1;1;18;18;25.05;41.27;0.127;0.002556;
2;2;68;637;187;;64185452;0.041;-1.001;0.009;2.6;3.1;-1.4;-1348;215;99;-2.6;-1;333.5;102009;0;1;1;18;18;25.05;41.27;0.127;0.002556;
2;2;69;638;187;;64185452;0.043;-0.997;0.004;2.5;4.2;-1.6;-1340.5;215;103.5;-2.4;-1.1;333.6;102009;0;1;1;18;18;25.05;41.27;0.127;0.002556;
2;2;70;639;187;;64185453;0.047;-0.999;0;1.8;5.2;-1.9;-1346.5;213.5;102;-2.3;-1.2;333.8;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;71;640;187;;64185453;0.053;-0.999;-0.002;1.1;6.3;-2.4;-1345;222.5;99;-2.3;-1.2;333.9;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;72;641;187;;64185454;0.06;-0.993;-0.004;0.7;7.4;-3.4;-1346.5;219.5;94.5;-2.2;-1.3;334.1;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;73;642;187;;64185455;0.069;-1.012;-0.005;0.5;8.4;-4.3;-1349.5;222.5;108;-2.1;-1.4;334.3;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;74;643;187;;64185456;0.076;-1.01;-0.003;0.6;9.5;-5.1;-1351;216.5;99;-2;-1.5;334.5;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;75;644;187;;64185460;0.073;-0.996;-0.002;0.9;10.5;-5.4;-1349.5;225.5;94.5;-1.8;-1.7;334.7;102009;0;1;1;18;18;25.05;41.27;0.0635;0.002556;
2;2;76;645;188;;64185749;0.066;-0.99;0;0.5;11.2;-4.6;-1346.5;216.5;97.5;-1.7;-1.9;334.9;102011;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;77;646;188;;64185750;0.063;-0.98;0.004;-0.9;11.2;-2.6;-1349.5;219.5;99;-1.6;-2;335.2;102011;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;78;647;188;;64185750;0.053;-0.982;0.009;-3.7;10;0.6;-1346.5;224;100.5;-1.5;-2.1;335.4;102011;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;79;648;188;;64185751;0.047;-0.979;0.013;-5.6;8.2;2.6;-1357;221;93;-1.4;-2.1;335.7;102011;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;80;649;188;;64185751;0.042;-0.984;0.015;-7.6;5.6;4.4;-1355.5;219.5;91.5;-1.2;-2;335.9;102011;0;1;1;18;18;25.03;41.27;0;0.003408;
2;2;81;650;188;;64185751;0.045;-0.998;0.014;-8.4;3.3;5.8;-1355.5;221;97.5;-1.1;-1.9;336;102006;0;1;1;18;18;25.03;41.27;0.127;0.003408;
2;2;82;651;188;;64185752;0.047;-0.995;0.007;-7.9;1.8;7.2;-1351;228.5;96;-0.8;-1.8;336.3;102006;0;1;1;18;18;25.03;41.27;0.127;0.003408;
2;2;83;652;188;;64185752;0.05;-0.972;0.004;-7.5;1.1;7.7;-1357;222.5;93;-0.6;-1.7;336.4;102006;0;1;1;18;18;25.03;41.27;0.127;0.003408;
2;2;84;653;188;;64185753;0.05;-0.959;0.009;-7.1;1;7.2;-1348;221;105;-0.4;-1.5;336.6;102006;0;1;1;18;18;25.03;41.27;0.127;0.003408;
2;2;85;654;188;;64185754;0.055;-0.968;0.016;-6.4;1.1;6.3;-1352.5;219.5;100.5;-0.2;-1.3;336.7;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;86;655;188;;64185754;0.057;-0.969;0.019;-5.3;1.3;5;-1354;228.5;99;-0.1;-1.2;336.8;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;87;656;188;;64185755;0.068;-1.002;0.028;-4.7;1.6;3.8;-1349.5;227;93;0;-1.1;336.9;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;88;657;188;;64185755;0.081;-1.044;0.034;-3.9;1.6;2.3;-1354;225.5;103.5;0.1;-1;337;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;89;658;188;;64185756;0.087;-1.053;0.044;-3.2;1.6;0.7;-1355.5;230;103.5;0.1;-1.2;337.2;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;90;659;188;;64185757;0.093;-1.042;0.047;-1.6;1.8;0.2;-1349.5;216.5;109.5;0.2;-1.1;337.3;102013;0;1;1;18;18;25.03;41.3;0.127;0.002556;
2;2;91;660;189;;64186042;0.097;-1.063;0.047;0.2;2;0.6;-1351;213.5;103.5;0.2;-1.1;337.4;102007;0;1;1;18;18;25.03;41.3;0.1905;0.00426;
2;2;92;661;189;;64186042;0.092;-1.067;0.048;1.6;1.9;1.4;-1352.5;221;106.5;0.3;-1;337.5;102007;0;1;1;18;18;25.03;41.3;0.1905;0.00426;
2;2;93;662;189;;64186043;0.089;-1.049;0.049;2.6;1.3;2.3;-1354;228.5;97.5;0.3;-1;337.6;102007;0;1;1;18;18;25.03;41.3;0.1905;0.00426;
2;2;94;663;189;;64186043;0.083;-1.038;0.047;3.2;0.4;3.6;-1354;221;105;0.3;-0.9;337.7;102007;0;1;1;18;18;25.03;41.3;0.1905;0.00426;
2;2;95;664;189;;64186043;0.077;-1.035;0.043;3.6;-0.2;5;-1354;227;105;0.2;-0.8;337.7;102007;0;1;1;18;18;25.03;41.3;0.1905;0.00426;
2;2;96;665;189;;64186044;0.067;-1.019;0.037;3.5;-0.7;6.6;-1351;225.5;97.5;0.2;-0.8;337.8;102010;0;1;1;18;18;25.01;41.32;0.127;0.00426;
2;2;97;666;189;;64186044;0.061;-0.991;0.031;3;-1.3;7.8;-1355.5;227;100.5;0.1;-0.6;337.9;102010;0;1;1;18;18;25.01;41.32;0.127;0.00426;
2;2;98;667;189;;64186045;0.061;-0.964;0.028;2;-1.9;7.9;-1351;221;97.5;0.1;-0.6;338;102010;0;1;1;18;18;25.01;41.32;0.127;0.00426;
2;2;99;668;189;;64186045;0.068;-0.969;0.025;0.5;-2.3;6.6;-1355.5;221;108;0;-0.5;338.1;102010;0;1;1;18;18;25.01;41.32;0.127;0.00426;
2;2;100;669;189;;64186045;0.068;-0.979;0.026;-0.6;-2.2;3.5;-1346.5;224;106.5;0;-0.4;338.1;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;101;670;189;;64186046;0.062;-0.977;0.029;0;-1.3;2.3;-1345;216.5;96;0;-0.3;338.1;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;102;671;189;;64186046;0.055;-0.979;0.035;0.9;-0.1;1.9;-1343.5;224;96;0.1;-0.2;338.1;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;103;672;189;;64186046;0.047;-0.979;0.039;2;1.2;2.2;-1346.5;221;99;0.1;-0.1;338.2;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;104;673;189;;64186047;0.038;-0.981;0.045;2.5;2.4;3;-1351;227;96;0;-0.1;338.3;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;105;674;189;;64186047;0.03;-0.989;0.058;2.6;3.3;3.7;-1354;215;99;0;-0.1;338.5;102011;0;1;1;18;18;25.01;41.32;0.127;0.001704;
2;2;106;675;190;;64186343;0.015;-0.993;0.068;3.4;3.5;3.5;-1342;219.5;100.5;0;-0.1;338.6;102009;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;107;676;190;;64186344;0.003;-1.002;0.085;2.6;1.8;2.3;-1352.5;224;97.5;-0.1;0;338.7;102009;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;108;677;190;;64186344;0;-1.013;0.096;2.3;-0.2;0.5;-1336;219.5;97.5;-0.2;0;338.7;102009;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;109;678;190;;64186344;0.006;-1.02;0.098;3.6;-1.4;-0.8;-1349.5;227;100.5;-0.4;0;338.7;102009;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;110;679;190;;64186345;0.016;-1.031;0.097;5.8;-0.4;-2.3;-1348;221;96;-0.6;0;338.7;102009;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;111;680;190;;64186345;0.02;-1.03;0.096;6;0.6;-3.7;-1349.5;210.5;97.5;-0.6;0;338.7;102010;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;112;681;190;;64186345;0.033;-1.035;0.097;5.1;2.1;-5.9;-1351;216.5;103.5;-0.8;-0.1;338.8;102010;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;113;682;190;;64186345;0.052;-1.05;0.102;3.5;3.5;-9.8;-1342;219.5;96;-0.8;-0.2;338.9;102010;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;114;683;190;;64186345;0.062;-1.054;0.103;2;4.9;-14.7;-1343.5;222.5;91.5;-0.9;-0.4;339;102010;0;1;1;18;18;25.04;41.33;0.1905;0.003408;
2;2;115;684;190;;64186346;0.067;-1.046;0.104;0.3;5.7;-20;-1352.5;215;97.5;-0.9;-0.7;339.2;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;116;685;190;;64186346;0.066;-1.049;0.098;-0.1;6.2;-23.3;-1360;228.5;94.5;-0.9;-1;339.3;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;117;686;190;;64186346;0.065;-1.062;0.092;0.6;6.6;-24.1;-1360;227;94.5;-0.9;-1.5;339.6;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;118;687;190;;64186347;0.075;-1.115;0.086;1.3;7;-22.9;-1360;230;90;-0.9;-1.9;339.8;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;119;688;190;;64186347;0.07;-1.122;0.071;2.7;7.4;-20.5;-1369;231.5;99;-0.9;-2.3;340;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;120;689;190;;64186347;0.066;-1.082;0.048;6.8;9.3;-13.3;-1376.5;230;94.5;-1;-2.6;340.2;102008;0;1;1;18;19;24.99;41.33;0;0.005112;
2;2;121;690;191;;64186650;0.069;-1.12;0.044;8.5;9.9;-10.9;-1370.5;233;96;-1;-2.9;340.4;102011;0;1;1;18;19;24.99;41.33;0.0635;0.003408;
2;2;122;691;191;;64186650;0.084;-1.181;0.03;13.5;11.6;-5.2;-1376.5;234.5;87;-1.2;-3;340.8;102011;0;1;1;18;19;24.99;41.33;0.0635;0.003408;
2;2;123;692;191;;64186651;0.076;-1.106;0.027;17.4;11.6;-4;-1379.5;225.5;85.5;-1.4;-3.2;341;102011;0;1;1;18;19;24.99;41.33;0.0635;0.003408;
2;2;124;693;191;;64186651;0.051;-0.978;0.016;20.5;11.4;-3.6;-1378;228.5;84;-1.7;-3.2;341.3;102011;0;1;1;18;19;24.99;41.33;0.0635;0.003408;
2;2;125;694;191;;64186652;0.019;-0.892;0.001;20.5;10.5;-1.1;-1387;230;75;-2.1;-3.2;341.6;102011;0;1;1;18;19;24.99;41.33;0.0635;0.003408;
2;2;126;695;191;;64186652;0.023;-0.903;-0.007;18.6;9.2;1.3;-1375;230;75;-2.4;-3.2;341.8;102010;0;1;1;18;19;25.03;41.32;0;0.002556;
2;2;127;696;191;;64186653;0.051;-0.962;-0.006;13.8;7.2;0.3;-1390;225.5;78;-2.7;-3.2;342.2;102010;0;1;1;18;19;25.03;41.32;0;0.002556;
2;2;128;697;191;;64186653;0.08;-1.007;-0.002;10.1;5.6;-4;-1385.5;221;63;-2.9;-3.2;342.4;102010;0;1;1;18;19;25.03;41.32;0;0.002556;
2;2;129;698;191;;64186654;0.089;-1.025;-0.004;6.8;4.3;-10.1;-1382.5;224;63;-3.1;-3.3;342.6;102010;0;1;1;18;19;25.03;41.32;0;0.002556;
2;2;130;699;191;;64186654;0.085;-0.993;-0.014;2.3;3.2;-17;-1384;228.5;67.5;-3.2;-3.5;342.8;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;131;700;191;;64186655;0.088;-0.995;-0.018;0.9;3.2;-17.8;-1390;231.5;64.5;-3.2;-3.7;342.9;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;132;701;191;;64186655;0.084;-0.991;-0.017;-1.5;3.8;-17.5;-1394.5;234.5;64.5;-3.2;-4;343.1;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;133;702;191;;64186656;0.089;-0.983;-0.013;-6.1;4.9;-13.9;-1393;231.5;67.5;-3;-4.2;343.3;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;134;703;191;;64186657;0.09;-0.973;-0.01;-8.5;5.4;-10.7;-1400.5;231.5;66;-2.8;-4.5;343.3;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;135;704;191;;64186657;0.092;-0.957;-0.002;-8.7;6.2;-7.6;-1408;245;69;-2.6;-4.7;343.4;102012;0;1;1;18;19;25.03;41.32;0;0.005964;
2;2;136;705;192;;64186978;0.091;-0.949;0.003;-6.5;6.8;-5.5;-1402;237.5;70.5;-2.4;-4.8;343.6;102010;0;1;1;18;19;25.01;41.35;0.1905;0.00426;
2;2;137;706;192;;64186979;0.089;-0.945;0.012;-4.1;6.7;-4.1;-1405;234.5;66;-2.2;-4.9;343.8;102010;0;1;1;18;19;25.01;41.35;0.1905;0.00426;
2;2;138;707;192;;64186980;0.083;-0.931;0.022;-2.1;5.3;-3.6;-1397.5;236;69;-2.1;-5;344;102010;0;1;1;18;19;25.01;41.35;0.1905;0.00426;
2;2;139;708;192;;64186980;0.081;-0.919;0.031;-0.8;3.1;-3.8;-1405;233;63;-2;-5;344.2;102010;0;1;1;18;19;25.01;41.35;0.1905;0.00426;
2;2;140;709;192;;64186981;0.081;-0.925;0.036;-0.2;0.4;-4.6;-1397.5;237.5;67.5;-2;-5.1;344.4;102010;0;1;1;18;19;25.01;41.35;0.1905;0.00426;
2;2;141;710;192;;64186981;0.079;-0.92;0.037;0.6;-2.1;-4.7;-1411;239;67.5;-1.9;-5.1;344.5;102011;0;1;1;19;20;25.01;41.35;0.127;0.003408;
2;2;142;711;192;;64186982;0.082;-0.938;0.039;1.2;-4.3;-4.6;-1406.5;236;67.5;-1.9;-5.2;344.5;102011;0;1;1;19;20;25.01;41.35;0.127;0.003408;
2;2;143;712;192;;64186982;0.085;-0.954;0.037;1.8;-6.3;-5;-1411;242;66;-1.9;-5.2;344.5;102011;0;1;1;19;20;25.01;41.35;0.127;0.003408;
