User;Activity;realtime;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
2;1;4315;4884;214;;64270954;0.134;-0.983;0.068;4.1;-11;-2.5;-950.5;215;-219;-3.8;-6.5;77.1;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4316;4885;214;;64270955;0.132;-0.989;0.071;3.9;-10.6;-0.3;-949;209;-219;-3.8;-6.7;77;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4317;4886;214;;64270955;0.131;-0.994;0.079;4;-10.4;1;-950.5;207.5;-211.5;-3.9;-6.7;76.8;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4318;4887;214;;64270956;0.131;-0.999;0.083;4.4;-10.2;1.6;-955;209;-211.5;-3.9;-6.8;76.6;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4319;4888;214;;64270959;0.129;-0.991;0.083;4.7;-10.2;1.3;-950.5;207.5;-220.5;-4;-6.7;76.2;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4320;4889;214;;64270959;0.129;-0.986;0.083;4.3;-10;0.5;-949;210.5;-222;-4.1;-6.6;75.8;102006;0;1;1;17;19;24.32;41.01;0.0635;0.002556;
2;1;4321;4890;215;;64271239;0.133;-1.003;0.083;3.4;-9.8;-0.4;-941.5;210.5;-222;-4.2;-6.6;75.4;102007;0;1;1;17;19;24.32;41.01;0;0.003408;
2;1;4322;4891;215;;64271239;0.136;-1.009;0.081;3.3;-9.1;-1;-947.5;210.5;-219;-4.2;-6.6;75.3;102007;0;1;1;17;19;24.32;41.01;0;0.003408;
2;1;4323;4892;215;;64271239;0.135;-0.993;0.079;3.5;-7.9;-1.3;-949;207.5;-219;-4.3;-6.7;75.1;102007;0;1;1;17;19;24.32;41.01;0;0.003408;
2;1;4324;4893;215;;64271240;0.132;-0.992;0.077;3.2;-6.5;-0.9;-952;213.5;-223.5;-4.3;-6.7;75;102007;0;1;1;17;19;24.32;41.01;0;0.003408;
2;1;4325;4894;215;;64271240;0.129;-0.996;0.078;1.9;-4.5;0.2;-949;213.5;-219;-4.3;-6.8;74.9;102007;0;1;1;17;19;24.32;41.01;0;0.003408;
2;1;4326;4895;215;;64271240;0.125;-0.993;0.08;1.6;-3.9;0.4;-952;215;-217.5;-4.3;-6.9;74.9;102008;0;1;1;17;19;24.32;40.98;0.127;0.005112;
2;1;4327;4896;215;;64271240;0.123;-0.995;0.081;1.6;-3.7;0.1;-947.5;209;-223.5;-4.3;-6.9;74.8;102008;0;1;1;17;19;24.32;40.98;0.127;0.005112;
2;1;4328;4897;215;;64271240;0.121;-0.992;0.08;1.7;-3.8;-0.4;-956.5;212;-223.5;-4.3;-7;74.8;102008;0;1;1;17;19;24.32;40.98;0.127;0.005112;
2;1;4329;4898;215;;64271240;0.124;-1.002;0.08;2.1;-4.6;-0.9;-955;210.5;-219;-4.4;-7;74.8;102008;0;1;1;17;19;24.32;40.98;0.127;0.005112;
2;1;4330;4899;215;;64271241;0.127;-1.004;0.079;2.4;-4.8;-1.3;-952;212;-222;-4.4;-7;74.7;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4331;4900;215;;64271241;0.126;-0.996;0.077;2.8;-5.2;-1.3;-946;209;-226.5;-4.4;-7;74.7;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4332;4901;215;;64271241;0.128;-0.999;0.076;2.9;-5.2;-1.1;-953.5;207.5;-220.5;-4.4;-7.1;74.6;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4333;4902;215;;64271241;0.133;-1.001;0.078;3;-4.9;-1;-962.5;209;-222;-4.4;-7.1;74.6;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4334;4903;215;;64271241;0.136;-1;0.077;3.3;-4.5;-1.1;-949;210.5;-225;-4.4;-7.1;74.5;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4335;4904;215;;64271242;0.133;-0.992;0.077;3;-3.6;-0.9;-952;210.5;-229.5;-4.4;-7.2;74.5;102005;0;1;1;17;19;24.32;40.98;0;0.00426;
2;1;4336;4905;216;;64271550;0.13;-0.989;0.079;2.4;-3.2;-0.8;-953.5;212;-220.5;-4.4;-7.3;74.5;102010;0;1;1;17;19;24.34;41.01;0.0635;0.001704;
2;1;4337;4906;216;;64271551;0.127;-0.993;0.079;1.9;-2.9;-0.2;-952;212;-222;-4.4;-7.3;74.4;102010;0;1;1;17;19;24.34;41.01;0.0635;0.001704;
2;1;4338;4907;216;;64271551;0.125;-0.997;0.078;1.9;-3;0.2;-950.5;210.5;-222;-4.5;-7.3;74.4;102010;0;1;1;17;19;24.34;41.01;0.0635;0.001704;
2;1;4339;4908;216;;64271552;0.126;-1.004;0.076;1.8;-3.3;0.3;-952;210.5;-225;-4.5;-7.3;74.4;102010;0;1;1;17;19;24.34;41.01;0.0635;0.001704;
2;1;4340;4909;216;;64271552;0.124;-1;0.078;2.3;-3.5;0;-946;210.5;-219;-4.5;-7.3;74.4;102010;0;1;1;17;19;24.34;41.01;0.0635;0.001704;
2;1;4341;4910;216;;64271553;0.122;-0.999;0.08;2.9;-3.8;-0.4;-952;207.5;-220.5;-4.5;-7.3;74.4;102008;0;1;1;18;20;24.34;41.01;0.254;0.001704;
2;1;4342;4911;216;;64271553;0.12;-0.995;0.082;3.2;-4;-0.7;-950.5;209;-220.5;-4.5;-7.3;74.4;102008;0;1;1;18;20;24.34;41.01;0.254;0.001704;
2;1;4343;4912;216;;64271554;0.12;-0.995;0.084;3.2;-4.4;-0.8;-956.5;210.5;-220.5;-4.5;-7.3;74.3;102008;0;1;1;18;20;24.34;41.01;0.254;0.001704;
2;1;4344;4913;216;;64271554;0.121;-0.993;0.087;2.6;-4.6;-0.8;-955;213.5;-223.5;-4.5;-7.3;74.3;102008;0;1;1;18;20;24.34;41.01;0.254;0.001704;
2;1;4345;4914;216;;64271555;0.122;-0.994;0.087;2;-5.2;-1.1;-941.5;207.5;-222;-4.5;-7.3;74.2;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4346;4915;216;;64271556;0.12;-0.995;0.087;1.9;-5.4;-1.3;-947.5;207.5;-222;-4.6;-7.3;74.2;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4347;4916;216;;64271556;0.118;-0.994;0.087;1.4;-6.7;-1.5;-953.5;213.5;-217.5;-4.6;-7.3;74.1;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4348;4917;216;;64271557;0.116;-0.996;0.084;1.5;-7.6;-1.2;-947.5;215;-232.5;-4.6;-7.3;74.1;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4349;4918;216;;64271558;0.118;-0.99;0.083;1.8;-8.3;-0.5;-949;213.5;-229.5;-4.6;-7.2;74;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4350;4919;216;;64271558;0.127;-1.002;0.081;2.1;-8.6;0;-956.5;218;-225;-4.6;-7.2;73.9;102007;0;1;1;18;20;24.32;40.99;0.0635;0.003408;
2;1;4351;4920;217;;64271877;0.129;-0.995;0.079;2.5;-8.5;-0.2;-952;213.5;-226.5;-4.6;-7.2;73.8;102006;0;1;1;18;20;24.32;40.99;0.1905;0.00426;
2;1;4352;4921;217;;64271878;0.129;-0.99;0.08;2.4;-8.4;-0.2;-953.5;210.5;-232.5;-4.6;-7.2;73.7;102006;0;1;1;18;20;24.32;40.99;0.1905;0.00426;
2;1;4353;4922;217;;64271879;0.129;-1;0.08;1.8;-8.1;0;-955;213.5;-228;-4.6;-7.2;73.6;102006;0;1;1;18;20;24.32;40.99;0.1905;0.00426;
2;1;4354;4923;217;;64271879;0.132;-1.002;0.081;2.1;-7.4;0.2;-958;209;-223.5;-4.6;-7.2;73.5;102006;0;1;1;18;20;24.32;40.99;0.1905;0.00426;
2;1;4355;4924;217;;64271880;0.124;-0.99;0.078;2.8;-6.4;0.4;-959.5;212;-232.5;-4.6;-7.3;73.4;102006;0;1;1;18;20;24.32;40.99;0.1905;0.00426;
2;1;4356;4925;217;;64271880;0.125;-0.991;0.078;2.6;-6.4;0.6;-952;216.5;-220.5;-4.6;-7.3;73.3;102007;0;1;1;18;20;24.34;41.01;0;0.000852;
2;1;4357;4926;217;;64271881;0.123;-0.996;0.079;2.2;-6;1.4;-950.5;213.5;-226.5;-4.6;-7.2;73.3;102007;0;1;1;18;20;24.34;41.01;0;0.000852;
2;1;4358;4927;217;;64271881;0.12;-0.996;0.081;2;-5.3;1.8;-958;213.5;-229.5;-4.6;-7.2;73.2;102007;0;1;1;18;20;24.34;41.01;0;0.000852;
2;1;4359;4928;217;;64271882;0.12;-0.998;0.082;1.9;-5.4;2;-953.5;218;-225;-4.6;-7.2;73.2;102007;0;1;1;18;20;24.34;41.01;0;0.000852;
2;1;4360;4929;217;;64271882;0.121;-0.998;0.083;2.2;-5.7;1.6;-959.5;210.5;-225;-4.6;-7.1;73.1;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4361;4930;217;;64271883;0.123;-1.001;0.082;2.3;-6;0.8;-952;218;-223.5;-4.6;-7.1;73.1;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4362;4931;217;;64271883;0.126;-1.001;0.082;2;-6;0;-955;213.5;-226.5;-4.6;-7;73;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4363;4932;217;;64271884;0.126;-0.995;0.079;1.8;-5.8;-0.6;-952;212;-229.5;-4.6;-7;73;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4364;4933;217;;64271884;0.127;-0.995;0.08;1.4;-5.5;-1;-950.5;213.5;-229.5;-4.6;-7.1;73;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4365;4934;217;;64271885;0.131;-0.999;0.08;1.2;-5.1;-1.1;-947.5;219.5;-228;-4.5;-7.1;72.9;102008;0;1;1;18;20;24.34;41.01;0.127;0.001704;
2;1;4366;4935;218;;64272148;0.132;-0.994;0.078;1.5;-4.5;-1.3;-953.5;218;-223.5;-4.5;-7.1;72.9;102008;0;1;1;18;20;24.32;41.01;0.1905;0.003408;
2;1;4367;4936;218;;64272149;0.13;-0.994;0.079;1;-4.2;-1;-955;216.5;-228;-4.5;-7.2;72.9;102008;0;1;1;18;20;24.32;41.01;0.1905;0.003408;
2;1;4368;4937;218;;64272149;0.132;-0.993;0.08;0.6;-3.6;-0.3;-956.5;212;-234;-4.5;-7.2;72.9;102008;0;1;1;18;20;24.32;41.01;0.1905;0.003408;
2;1;4369;4938;218;;64272150;0.13;-0.996;0.08;0.9;-3.8;0;-958;213.5;-228;-4.5;-7.2;72.8;102008;0;1;1;18;20;24.32;41.01;0.1905;0.003408;
2;1;4370;4939;218;;64272150;0.131;-0.999;0.08;1.1;-3.9;0;-958;213.5;-225;-4.5;-7.3;72.8;102008;0;1;1;18;20;24.32;41.01;0.1905;0.003408;
2;1;4371;4940;218;;64272151;0.131;-0.998;0.079;1.8;-4.1;0;-947.5;207.5;-226.5;-4.5;-7.3;72.8;102005;0;1;1;18;20;24.32;41.01;0;0.003408;
2;1;4372;4941;218;;64272151;0.131;-0.998;0.079;2;-4.1;0.2;-952;210.5;-229.5;-4.5;-7.3;72.8;102005;0;1;1;18;20;24.32;41.01;0;0.003408;
2;1;4373;4942;218;;64272152;0.129;-0.995;0.077;1.9;-3.6;0.7;-952;221;-229.5;-4.5;-7.3;72.8;102005;0;1;1;18;20;24.32;41.01;0;0.003408;
2;1;4374;4943;218;;64272152;0.126;-0.998;0.079;1.7;-3.1;1.5;-953.5;213.5;-232.5;-4.5;-7.3;72.8;102005;0;1;1;18;20;24.32;41.01;0;0.003408;
2;1;4375;4944;218;;64272153;0.125;-0.993;0.08;1.5;-2.8;1.9;-961;213.5;-226.5;-4.4;-7.2;72.8;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4376;4945;218;;64272153;0.119;-0.993;0.08;1.4;-2.6;2.1;-949;215;-229.5;-4.4;-7.2;72.8;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4377;4946;218;;64272154;0.118;-0.994;0.082;1.2;-2.7;1.7;-952;213.5;-228;-4.4;-7.2;72.9;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4378;4947;218;;64272154;0.116;-0.993;0.083;0.9;-3;1.3;-947.5;213.5;-229.5;-4.4;-7.1;72.9;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4379;4948;218;;64272155;0.117;-0.997;0.082;0.9;-3.5;0.5;-953.5;215;-226.5;-4.4;-7.1;72.9;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4380;4949;218;;64272155;0.12;-1;0.08;0.9;-3.6;0;-949;218;-223.5;-4.4;-7;72.9;102007;0;1;1;18;20;24.32;40.99;0;0.00426;
2;1;4381;4950;219;;64272450;0.12;-0.993;0.078;1;-3.6;-0.1;-953.5;215;-231;-4.4;-7;72.9;102009;0;1;1;18;20;24.32;40.99;0.0635;0.00426;
2;1;4382;4951;219;;64272451;0.125;-0.993;0.076;0.8;-3.3;0;-946;209;-225;-4.4;-7;72.9;102009;0;1;1;18;20;24.32;40.99;0.0635;0.00426;
2;1;4383;4952;219;;64272451;0.116;-0.994;0.079;0.9;-3;0.4;-958;212;-225;-4.4;-7;72.9;102009;0;1;1;18;20;24.32;40.99;0.0635;0.00426;
2;1;4384;4953;219;;64272451;0.116;-0.99;0.078;0.7;-3;0.8;-950.5;216.5;-228;-4.4;-7;72.9;102009;0;1;1;18;20;24.32;40.99;0.0635;0.00426;
2;1;4385;4954;219;;64272452;0.111;-0.996;0.078;0.4;-3.4;1.1;-947.5;213.5;-222;-4.4;-6.9;72.9;102009;0;1;1;18;20;24.32;40.99;0.0635;0.00426;
2;1;4386;4955;219;;64272453;0.108;-1.008;0.079;0.9;-3.4;1.9;-946;213.5;-223.5;-4.4;-6.9;73;102005;0;1;1;18;20;24.36;40.98;0;0.000852;
2;1;4387;4956;219;;64272453;0.104;-1.003;0.081;2.1;-3.2;2.8;-958;215;-226.5;-4.4;-6.8;73;102005;0;1;1;18;20;24.36;40.98;0;0.000852;
2;1;4388;4957;219;;64272454;0.099;-0.997;0.079;2.1;-3;4;-949;216.5;-229.5;-4.4;-6.7;73;102005;0;1;1;18;20;24.36;40.98;0;0.000852;
2;1;4389;4958;219;;64272454;0.096;-0.997;0.076;0.7;-2.8;5.3;-958;212;-229.5;-4.3;-6.5;73;102005;0;1;1;18;20;24.36;40.98;0;0.000852;
2;1;4390;4959;219;;64272455;0.1;-0.998;0.077;-0.8;-2.8;4.7;-940;216.5;-226.5;-4.3;-6.4;73;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4391;4960;219;;64272456;0.102;-1.001;0.073;-1.1;-3;2.9;-946;215;-226.5;-4.3;-6.3;73;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4392;4961;219;;64272457;0.101;-1.004;0.072;-1.1;-3.4;0.7;-946;218;-225;-4.3;-6.2;73;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4393;4962;219;;64272457;0.103;-1.008;0.07;-0.6;-3.8;-0.9;-944.5;216.5;-222;-4.2;-6.1;73.1;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4394;4963;219;;64272458;0.104;-1.011;0.068;-0.1;-3.9;-1.9;-950.5;216.5;-226.5;-4.1;-6.1;73.1;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4395;4964;219;;64272458;0.108;-1.005;0.067;0.4;-3.8;-2.1;-953.5;218;-226.5;-4.1;-6.1;73.1;102009;0;1;1;18;20;24.36;40.98;0.127;0.00426;
2;1;4396;4965;220;;64272752;0.112;-1.009;0.067;1;-3.5;-1.9;-949;213.5;-228;-4.1;-6.1;73.1;102009;0;1;1;18;20;24.28;41.02;0;0.003408;
2;1;4397;4966;220;;64272753;0.112;-1.004;0.07;1.7;-3.1;-1.7;-943;212;-226.5;-4;-6.2;73.1;102009;0;1;1;18;20;24.28;41.02;0;0.003408;
2;1;4398;4967;220;;64272754;0.11;-0.995;0.069;2.2;-2.8;-0.9;-947.5;210.5;-222;-4;-6.2;73.1;102009;0;1;1;18;20;24.28;41.02;0;0.003408;
2;1;4399;4968;220;;64272758;0.107;-0.991;0.068;1.8;-2.6;-0.3;-946;213.5;-226.5;-4;-6.3;73.1;102009;0;1;1;18;20;24.28;41.02;0;0.003408;
2;1;4400;4969;220;;64272759;0.113;-0.997;0.068;0.9;-2.5;0.1;-944.5;212;-226.5;-4;-6.3;73.1;102009;0;1;1;18;20;24.28;41.02;0;0.003408;
2;1;4401;4970;220;;64272759;0.115;-0.999;0.069;1.1;-2.3;-0.2;-946;213.5;-228;-4;-6.3;73.1;102007;0;1;1;18;20;24.28;41.02;0;0.00426;
2;1;4402;4971;220;;64272760;0.111;-0.997;0.067;1.4;-2;-0.7;-947.5;219.5;-226.5;-4;-6.3;73.2;102007;0;1;1;18;20;24.28;41.02;0;0.00426;
2;1;4403;4972;220;;64272760;0.109;-1.002;0.069;1.6;-1.8;-0.3;-952;218;-223.5;-4;-6.3;73.2;102007;0;1;1;18;20;24.28;41.02;0;0.00426;
2;1;4404;4973;220;;64272761;0.112;-0.998;0.069;1.8;-1.9;0.1;-947.5;219.5;-225;-3.9;-6.3;73.2;102007;0;1;1;18;20;24.28;41.02;0;0.00426;
2;1;4405;4974;220;;64272761;0.113;-1.002;0.07;1.7;-1.9;0.2;-946;213.5;-225;-3.9;-6.3;73.3;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4406;4975;220;;64272761;0.116;-0.999;0.071;2;-1.8;0;-949;210.5;-228;-3.9;-6.3;73.3;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4407;4976;220;;64272762;0.116;-0.997;0.072;1.9;-1.4;-0.4;-943;216.5;-225;-4;-6.4;73.3;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4408;4977;220;;64272762;0.113;-0.994;0.073;1.8;-1.1;-0.4;-946;219.5;-222;-4;-6.4;73.4;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4409;4978;220;;64272762;0.108;-0.993;0.072;1.4;-0.8;0.3;-947.5;213.5;-220.5;-4;-6.4;73.4;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4410;4979;220;;64272762;0.11;-0.996;0.073;0;-0.6;1.1;-953.5;213.5;-220.5;-4;-6.4;73.5;102012;0;1;1;18;20;24.37;41.01;0;0.002556;
2;1;4411;4980;221;;64273077;0.111;-1.002;0.074;-0.2;-0.6;1.1;-950.5;219.5;-223.5;-4;-6.4;73.5;102006;0;1;1;18;20;24.37;41.01;0.3175;0.00426;
2;1;4412;4981;221;;64273078;0.106;-1;0.073;0;-1;0;-941.5;210.5;-220.5;-4;-6.4;73.6;102006;0;1;1;18;20;24.37;41.01;0.3175;0.00426;
2;1;4413;4982;221;;64273078;0.105;-0.998;0.072;0.5;-1.1;-0.1;-940;213.5;-225;-4;-6.3;73.6;102006;0;1;1;18;20;24.37;41.01;0.3175;0.00426;
2;1;4414;4983;221;;64273079;0.105;-0.997;0.071;0.5;-1.4;-0.1;-952;218;-222;-3.9;-6.3;73.7;102006;0;1;1;18;20;24.37;41.01;0.3175;0.00426;
2;1;4415;4984;221;;64273080;0.107;-1.002;0.071;0.3;-1.7;-0.3;-949;216.5;-228;-3.9;-6.3;73.7;102006;0;1;1;18;20;24.37;41.01;0.3175;0.00426;
2;1;4416;4985;221;;64273080;0.108;-1.003;0.069;0.7;-2;-0.4;-943;218;-226.5;-3.9;-6.3;73.8;102009;0;1;1;18;20;24.36;40.98;0;0.002556;
2;1;4417;4986;221;;64273081;0.11;-1.001;0.07;1.1;-1.4;-0.9;-943;215;-217.5;-3.9;-6.3;73.8;102009;0;1;1;18;20;24.36;40.98;0;0.002556;
2;1;4418;4987;221;;64273081;0.114;-1.01;0.072;1;-1.2;-1.6;-946;218;-220.5;-3.9;-6.3;73.8;102009;0;1;1;18;20;24.36;40.98;0;0.002556;
2;1;4419;4988;221;;64273082;0.115;-1.005;0.072;1.3;-0.8;-2.6;-941.5;213.5;-225;-3.9;-6.3;73.9;102009;0;1;1;18;20;24.36;40.98;0;0.002556;
2;1;4420;4989;221;;64273082;0.11;-0.993;0.074;1.3;-0.8;-3.3;-941.5;216.5;-225;-3.9;-6.4;73.9;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4421;4990;221;;64273083;0.109;-0.988;0.074;1;-0.5;-3.1;-946;215;-216;-3.9;-6.4;74;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4422;4991;221;;64273083;0.111;-0.988;0.075;-0.2;-0.4;-2.8;-941.5;219.5;-216;-3.9;-6.5;74.1;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4423;4992;221;;64273084;0.112;-0.989;0.076;-1.9;-0.9;-2.8;-943;209;-222;-3.9;-6.6;74.1;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4424;4993;221;;64273084;0.111;-0.994;0.078;-2.7;-1.6;-3.6;-946;212;-217.5;-3.8;-6.6;74.2;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4425;4994;221;;64273085;0.106;-1.007;0.078;-1.9;-2.9;-4.8;-947.5;213.5;-220.5;-3.8;-6.7;74.2;102007;0;1;1;18;20;24.36;40.98;0;0.003408;
2;1;4426;4995;222;;64273349;0.099;-0.998;0.074;-0.7;-4.6;-5.3;-943;210.5;-217.5;-3.8;-6.7;74.2;102007;0;1;1;18;20;24.34;40.98;0;0.00426;
2;1;4427;4996;222;;64273349;0.094;-0.997;0.067;0.2;-6.2;-4.1;-949;209;-217.5;-3.8;-6.8;74.2;102007;0;1;1;18;20;24.34;40.98;0;0.00426;
2;1;4428;4997;222;;64273350;0.091;-0.988;0.06;1;-7.5;-1.2;-955;210.5;-222;-3.8;-6.7;74.1;102007;0;1;1;18;20;24.34;40.98;0;0.00426;
2;1;4429;4998;222;;64273350;0.096;-0.997;0.057;1.1;-8.3;1.2;-952;210.5;-219;-3.8;-6.7;74.1;102007;0;1;1;18;20;24.34;40.98;0;0.00426;
2;1;4430;4999;222;;64273351;0.104;-1.006;0.053;1.3;-8.6;3;-949;212;-220.5;-3.7;-6.6;74;102007;0;1;1;18;20;24.34;40.98;0;0.00426;
2;1;4431;5000;222;;64273351;0.105;-1.002;0.05;1.3;-8.4;4;-950.5;212;-217.5;-3.7;-6.5;73.9;102008;0;1;1;18;20;24.34;40.98;0.0635;0.005112;
2;1;4432;5001;222;;64273352;0.105;-0.997;0.05;1.1;-7.8;4.6;-946;213.5;-222;-3.7;-6.3;73.2;102008;0;1;1;18;20;24.34;40.98;0.0635;0.005112;
2;1;4433;5002;222;;64273352;0.104;-1.001;0.048;0.6;-6.7;4.9;-941.5;212;-219;-3.6;-6.1;72.5;102008;0;1;1;18;20;24.34;40.98;0.0635;0.005112;
2;1;4434;5003;222;;64273353;0.102;-1.001;0.045;-0.1;-4.6;4.1;-949;206;-217.5;-3.5;-5.9;72;102008;0;1;1;18;20;24.34;40.98;0.0635;0.005112;
2;1;4435;5004;222;;64273353;0.1;-1.005;0.044;-0.6;-3.6;3.4;-952;213.5;-219;-3.4;-5.8;71.9;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4436;5005;222;;64273354;0.099;-1.01;0.042;-0.6;-2.6;2.7;-943;215;-225;-3.3;-5.7;71.9;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4437;5006;222;;64273354;0.097;-1.013;0.043;-0.1;-1.7;1.9;-946;215;-219;-3.2;-5.7;71.9;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4438;5007;222;;64273355;0.097;-1.013;0.043;0.4;-1.2;0.9;-946;216.5;-225;-3.1;-5.6;71.9;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4439;5008;222;;64273356;0.097;-1.011;0.045;1.3;-0.8;-0.1;-946;210.5;-222;-3.1;-5.6;71.9;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4440;5009;222;;64273356;0.098;-1.008;0.044;2;-0.3;-0.8;-931;215;-217.5;-3.1;-5.6;72;102006;0;1;1;18;20;24.32;40.98;0;0.003408;
2;1;4441;5010;223;;64273654;0.1;-1.006;0.047;2.3;0.2;-1;-947.5;215;-222;-3.1;-5.6;72;102007;0;1;1;18;20;24.32;40.98;0.1905;0.005112;
2;1;4442;5011;223;;64273655;0.103;-1.004;0.049;2.3;0.7;-1.4;-946;216.5;-220.5;-3;-5.6;72.1;102007;0;1;1;18;20;24.32;40.98;0.1905;0.005112;
2;1;4443;5012;223;;64273656;0.106;-1.003;0.051;2.1;1.6;-1.8;-937;219.5;-222;-3;-5.6;72.2;102007;0;1;1;18;20;24.32;40.98;0.1905;0.005112;
2;1;4444;5013;223;;64273656;0.105;-1.002;0.052;2.2;2;-2;-940;206;-222;-3;-5.7;72.3;102007;0;1;1;18;20;24.32;40.98;0.1905;0.005112;
2;1;4445;5014;223;;64273656;0.104;-0.994;0.055;2.3;2.6;-2;-940;222.5;-219;-3;-5.7;72.4;102007;0;1;1;18;20;24.32;40.98;0.1905;0.005112;
2;1;4446;5015;223;;64273657;0.102;-0.993;0.054;2.3;2.5;-1.4;-937;218;-225;-3.1;-5.8;72.5;102006;0;1;1;18;20;24.36;40.99;0.0635;0.001704;
2;1;4447;5016;223;;64273657;0.105;-1;0.055;1.7;2.3;-0.2;-940;207.5;-216;-3.1;-5.8;72.6;102006;0;1;1;18;20;24.36;40.99;0.0635;0.001704;
2;1;4448;5017;223;;64273658;0.114;-1.004;0.057;2;2.3;0.5;-938.5;216.5;-216;-3.1;-5.8;72.7;102006;0;1;1;18;20;24.36;40.99;0.0635;0.001704;
2;1;4449;5018;223;;64273658;0.115;-0.987;0.055;2.7;2.7;1.1;-940;204.5;-217.5;-3.1;-5.8;72.8;102006;0;1;1;18;20;24.36;40.99;0.0635;0.001704;
2;1;4450;5019;223;;64273659;0.123;-0.99;0.053;2.6;3.1;1.4;-940;207.5;-214.5;-3.2;-5.8;73;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
2;1;4451;5020;223;;64273659;0.132;-1.002;0.053;1.9;4.1;1.4;-934;207.5;-219;-3.2;-5.8;73.1;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
2;1;4452;5021;223;;64273660;0.131;-1;0.053;1.8;5.7;1.3;-950.5;213.5;-217.5;-3.2;-5.9;73.3;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
2;1;4453;5022;223;;64273660;0.125;-0.985;0.053;1.9;7.4;1.6;-943;213.5;-210;-3.2;-5.9;73.4;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
2;1;4454;5023;223;;64273660;0.116;-0.981;0.058;1.7;8.7;2.6;-938.5;218;-214.5;-3.2;-6;73.6;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
2;1;4455;5024;223;;64273661;0.105;-0.984;0.062;0.9;9.4;4.6;-937;218;-214.5;-3.3;-5.9;73.8;102009;0;1;1;18;20;24.36;40.99;0.0635;0.00426;
