User;Actoin;real data;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
4;2;1785;3388;115;;64906960;-0.028;-0.953;0.116;-6.3;3.3;2.4;-1325.5;204.5;-57;-4.4;-4.1;15.9;102016;0;2;2;26;26;25.41;36.74;0.0635;0.000852;
4;2;1786;3389;115;;64906961;-0.032;-0.988;0.108;-7.9;-1.7;12.2;-1325.5;206;-57;-4.2;-3.9;15.9;102016;0;2;2;26;26;25.41;36.74;0.0635;0.000852;
4;2;1787;3390;116;;64907265;-0.027;-1.022;0.109;-7.6;-3.4;15.6;-1318;200;-58.5;-4.1;-3.8;16.1;102016;0;2;2;26;26;25.44;36.74;0;0;
4;2;1788;3391;116;;64907266;-0.001;-1.062;0.099;-4.2;-6.6;18;-1319.5;198.5;-55.5;-4;-3.4;16.1;102016;0;2;2;26;26;25.44;36.74;0;0;
4;2;1789;3392;116;;64907267;0;-1.008;0.089;-3.6;-6.3;16.7;-1316.5;201.5;-57;-3.8;-3.1;16.1;102016;0;2;2;26;26;25.44;36.74;0;0;
4;2;1790;3393;116;;64907267;-0.002;-1.01;0.086;-3.5;-5.4;14.2;-1306;194;-55.5;-3.7;-2.8;16.1;102016;0;2;2;26;26;25.44;36.74;0;0;
4;2;1791;3394;116;;64907268;-0.007;-0.97;0.082;-3.5;-4.6;10.7;-1313.5;194;-58.5;-3.6;-2.5;16.1;102016;0;2;2;26;26;25.44;36.74;0;0;
4;2;1792;3395;116;;64907268;-0.002;-0.936;0.075;-3.1;-4.8;6.4;-1312;195.5;-55.5;-3.5;-2.3;16.1;102016;0;2;2;26;26;25.44;36.74;0;0.003408;
4;2;1793;3396;116;;64907269;0.01;-0.928;0.074;-3;-5.5;1.3;-1312;198.5;-51;-3.4;-2.2;16;102016;0;2;2;26;26;25.44;36.74;0;0.003408;
4;2;1794;3397;116;;64907269;0.019;-0.922;0.07;-1.6;-5.8;-1.9;-1304.5;195.5;-54;-3.3;-2.1;16;102016;0;2;2;26;26;25.44;36.74;0;0.003408;
4;2;1795;3398;116;;64907270;0.034;-0.907;0.07;1.1;-4.9;-2;-1307.5;186.5;-52.5;-3.3;-2.1;16;102016;0;2;2;26;26;25.44;36.74;0;0.003408;
4;2;1796;3399;116;;64907270;0.038;-0.868;0.068;1.8;-3.2;-0.9;-1309;195.5;-54;-3.2;-2.1;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1797;3400;116;;64907271;0.047;-0.895;0.08;0.7;-2.3;-0.5;-1310.5;192.5;-51;-3.2;-2.2;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1798;3401;116;;64907271;0.048;-0.937;0.091;1.2;-2.1;-1.7;-1315;192.5;-49.5;-3.2;-2.2;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1799;3402;116;;64907272;0.035;-0.917;0.098;2;-3.4;-3.5;-1312;188;-52.5;-3.2;-2.2;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1800;3403;116;;64907272;0.035;-0.913;0.098;2.6;-4.4;-2.6;-1309;200;-55.5;-3.2;-2.3;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1801;3404;116;;64907273;0.033;-0.953;0.101;3.5;-4.1;1.4;-1316.5;195.5;-51;-3.2;-2.2;15.9;102017;0;2;2;26;26;25.44;36.76;0.0635;0.001704;
4;2;1802;3405;117;;64907567;0.027;-0.959;0.1;2.9;-2.9;7.6;-1312;191;-51;-3.2;-2.2;15.9;102015;0;1;2;26;26;25.44;36.76;0.0635;0.002556;
4;2;1803;3406;117;;64907568;0.042;-1.041;0.105;1.3;-2;12.7;-1315;186.5;-57;-3.2;-2;15.9;102015;0;1;2;26;26;25.44;36.76;0.0635;0.002556;
4;2;1804;3407;117;;64907568;0.033;-1.118;0.106;0.7;-1.6;9.4;-1316.5;195.5;-49.5;-3.3;-1.9;15.9;102015;0;1;2;26;26;25.44;36.76;0.0635;0.002556;
4;2;1805;3408;117;;64907569;0.012;-1.122;0.106;1.7;-2.3;2;-1307.5;191;-49.5;-3.3;-1.8;15.9;102015;0;1;2;26;26;25.44;36.76;0.0635;0.002556;
4;2;1806;3409;117;;64907569;-0.024;-1.041;0.09;2.9;-4.1;-3;-1298.5;188;-58.5;-3.3;-1.7;15.9;102015;0;1;2;26;26;25.44;36.76;0.0635;0.002556;
4;2;1807;3410;117;;64907570;0.018;-1.188;0.102;2.7;-6.6;-3.1;-1303;192.5;-49.5;-3.3;-1.7;15.9;102017;0;1;2;26;26;25.5;36.74;0.127;0.001704;
4;2;1808;3411;117;;64907570;0;-1.235;0.093;8;-7.2;-6.6;-1306;188;-54;-3.4;-1.8;15.8;102017;0;1;2;26;26;25.5;36.74;0.127;0.001704;
4;2;1809;3412;117;;64907571;-0.002;-1.052;0.077;11.6;-6;-6.8;-1304.5;197;-58.5;-3.5;-1.9;15.8;102017;0;1;2;26;26;25.5;36.74;0.127;0.001704;
4;2;1810;3413;117;;64907571;0.016;-1.239;0.087;9.6;-2.2;-5.3;-1307.5;186.5;-58.5;-3.6;-2;15.8;102017;0;1;2;26;26;25.5;36.74;0.127;0.001704;
4;2;1811;3414;117;;64907571;-0.005;-1.186;0.084;12.4;0.2;-10.6;-1306;197;-66;-3.8;-2.2;15.8;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1812;3415;117;;64907572;-0.033;-1.125;0.089;15.4;2.2;-13.3;-1312;188;-70.5;-4;-2.4;15.8;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1813;3416;117;;64907572;-0.069;-0.874;0.067;19.5;2.8;-16.8;-1307.5;192.5;-66;-4.4;-2.7;15.9;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1814;3417;117;;64907573;-0.029;-0.889;0.091;15.6;1.7;-16.5;-1315;189.5;-67.5;-4.5;-2.9;16;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1815;3418;117;;64907573;-0.029;-0.978;0.082;5.4;-0.5;-15.6;-1325.5;188;-75;-4.7;-3.2;16;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1816;3419;117;;64907574;-0.012;-0.982;0.077;-1.6;-2.8;-10.6;-1316.5;186.5;-75;-4.8;-3.5;16.1;102016;0;1;2;26;26;25.5;36.74;0.0635;0.000852;
4;2;1817;3420;118;;64907865;-0.004;-1.01;0.06;-4.2;-3.4;-3.3;-1324;188;-72;-4.8;-3.6;16.1;102016;0;1;2;26;26;25.44;36.76;0;0.002556;
4;2;1818;3421;118;;64907866;0.004;-1.014;0.055;0.6;-2.8;4.4;-1328.5;188;-78;-4.8;-3.7;16.1;102016;0;1;2;26;26;25.44;36.76;0;0.002556;
4;2;1819;3422;118;;64907866;0.021;-1.073;0.068;3;-1.6;9.8;-1327;195.5;-75;-4.8;-3.6;16.2;102016;0;1;2;26;26;25.44;36.76;0;0.002556;
4;2;1820;3423;118;;64907867;0.007;-1.018;0.068;5;-0.7;9.8;-1316.5;191;-69;-4.8;-3.5;16.2;102016;0;1;2;26;26;25.44;36.76;0;0.002556;
4;2;1821;3424;118;;64907867;0.015;-1.024;0.082;5.1;-0.1;10.6;-1321;197;-73.5;-4.8;-3.2;16.2;102016;0;1;2;26;26;25.44;36.76;0;0.002556;
4;2;1822;3425;118;;64907868;0.005;-0.983;0.085;7.4;0.8;9.4;-1316.5;194;-78;-4.9;-3.1;16.3;102016;0;1;2;26;26;25.44;36.76;0.127;0;
4;2;1823;3426;118;;64907869;0.001;-0.928;0.087;8.7;1.6;9.5;-1306;188;-75;-5;-2.8;16.4;102016;0;1;2;26;26;25.44;36.76;0.127;0;
4;2;1824;3427;118;;64907869;-0.009;-0.899;0.091;8;2.2;8.8;-1310.5;188;-82.5;-5.1;-2.6;16.5;102016;0;1;2;26;26;25.44;36.76;0.127;0;
4;2;1825;3428;118;;64907870;-0.017;-0.881;0.092;6.4;1.7;7.9;-1312;186.5;-73.5;-5.2;-2.4;16.6;102016;0;1;2;26;26;25.44;36.76;0.127;0;
4;2;1826;3429;118;;64907870;-0.017;-0.887;0.096;3.2;0.7;7.3;-1307.5;188;-81;-5.2;-2.2;16.7;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1827;3430;118;;64907871;-0.015;-0.889;0.097;2.5;-1;5.4;-1312;180.5;-81;-5.3;-2.1;16.7;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1828;3431;118;;64907871;-0.007;-0.901;0.096;3.7;-2.1;4.7;-1312;186.5;-84;-5.4;-1.9;16.8;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1829;3432;118;;64907872;0.005;-0.9;0.093;4.8;-2.5;3.6;-1303;188;-85.5;-5.4;-1.9;16.8;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1830;3433;118;;64907872;0.016;-0.901;0.091;3.8;-2;3.5;-1303;189.5;-81;-5.4;-1.8;16.9;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1831;3434;118;;64907872;0.009;-0.902;0.088;-0.5;-1.1;3.7;-1304.5;191;-88.5;-5.4;-1.7;16.9;102015;0;1;2;27;26;25.41;36.71;0.1905;0.000852;
4;2;1832;3435;119;;64908165;0.011;-0.932;0.088;-3;-1;3.5;-1301.5;195.5;-90;-5.4;-1.6;16.9;102015;0;1;2;27;26;25.41;36.71;0.0635;0;
4;2;1833;3436;119;;64908166;0.004;-0.971;0.085;-2.7;-1.3;2.5;-1300;192.5;-81;-5.3;-1.5;17;102015;0;1;2;27;26;25.41;36.71;0.0635;0;
4;2;1834;3437;119;;64908167;0.002;-1.004;0.087;-2.4;-2;0.4;-1301.5;195.5;-84;-5.2;-1.5;17;102015;0;1;2;27;26;25.41;36.71;0.0635;0;
4;2;1835;3438;119;;64908167;-0.004;-0.996;0.078;-2.2;-3;-1.5;-1300;188;-82.5;-5.1;-1.5;17;102015;0;1;2;27;26;25.41;36.71;0.0635;0;
4;2;1836;3439;119;;64908168;-0.003;-1.063;0.077;-4.5;-4.2;-2.3;-1300;188;-76.5;-5;-1.5;17;102015;0;1;2;27;26;25.41;36.71;0.0635;0;
4;2;1837;3440;119;;64908169;0.001;-1.085;0.073;-6.2;-5.7;-4.4;-1307.5;195.5;-82.5;-4.9;-1.5;17;102016;0;1;2;27;26;25.43;36.71;0;0.001704;
4;2;1838;3441;119;;64908169;0.03;-1.144;0.074;-7.3;-6.3;-7;-1300;194;-82.5;-4.7;-1.6;17;102016;0;1;2;27;26;25.43;36.71;0;0.001704;
4;2;1839;3442;119;;64908170;0.032;-1.167;0.074;-4.4;-5.3;-10.7;-1304.5;194;-87;-4.6;-1.8;17;102016;0;1;2;27;26;25.43;36.71;0;0.001704;
4;2;1840;3443;119;;64908170;0.027;-1.213;0.088;-1.4;-2.7;-12.2;-1310.5;198.5;-85.5;-4.5;-1.9;17;102016;0;1;2;27;26;25.43;36.71;0;0.001704;
4;2;1841;3444;119;;64908171;0.011;-1.165;0.104;-2.4;-0.9;-10.9;-1303;197;-88.5;-4.3;-2.2;17;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1842;3445;119;;64908171;-0.006;-1.217;0.115;-3.6;-1;-9.8;-1304.5;189.5;-82.5;-4.2;-2.3;17;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1843;3446;119;;64908172;-0.04;-1.068;0.111;-5;-3.4;-6.5;-1309;203;-87;-4.1;-2.5;17;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1844;3447;119;;64908172;-0.089;-0.954;0.091;-5.6;-6;-4.3;-1307.5;201.5;-90;-4;-2.7;17;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1845;3448;119;;64908173;-0.033;-1.075;0.1;-8;-7.9;-2.5;-1312;200;-82.5;-3.8;-2.7;17;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1846;3449;119;;64908173;-0.023;-1.016;0.079;-2.5;-6.9;-10;-1309;198.5;-84;-3.7;-3;16.9;102018;0;1;2;27;26;25.43;36.71;0.1905;0.000852;
4;2;1847;3450;120;;64908497;-0.017;-0.946;0.079;-0.6;-3.4;-11.9;-1310.5;204.5;-79.5;-3.6;-3;16.9;102015;0;1;2;27;26;25.43;36.73;0;0;
4;2;1848;3451;120;;64908498;-0.021;-0.963;0.081;-0.7;0.2;-8.6;-1319.5;203;-90;-3.5;-3.2;16.9;102015;0;1;2;27;26;25.43;36.73;0;0;
4;2;1849;3452;120;;64908498;-0.048;-0.951;0.087;-3.9;1.7;-2.1;-1319.5;203;-93;-3.4;-3.3;16.9;102015;0;1;2;27;26;25.43;36.73;0;0;
4;2;1850;3453;120;;64908499;-0.068;-0.968;0.09;-7.5;0.1;3.4;-1316.5;197;-88.5;-3.2;-3.3;17;102015;0;1;2;27;26;25.43;36.73;0;0;
4;2;1851;3454;120;;64908499;-0.059;-1.059;0.094;-6.8;-6;8.2;-1313.5;201.5;-88.5;-3.1;-3.2;17;102015;0;1;2;27;26;25.43;36.73;0;0;
4;2;1852;3455;120;;64908500;-0.055;-1.064;0.094;-5.4;-8;8.7;-1316.5;204.5;-87;-3;-3.2;17;102013;0;2;2;29;29;25.43;36.73;0;0.001704;
4;2;1853;3456;120;;64908500;-0.054;-1.04;0.088;-2.4;-11.1;10;-1312;204.5;-96;-2.8;-3;16.9;102013;0;2;2;29;29;25.43;36.73;0;0.001704;
4;2;1854;3457;120;;64908501;-0.028;-0.969;0.074;-0.1;-13;10.2;-1312;204.5;-96;-2.7;-2.8;16.8;102013;0;2;2;29;29;25.43;36.73;0;0.001704;
4;2;1855;3458;120;;64908501;-0.001;-0.948;0.072;-0.2;-12.4;7.4;-1310.5;201.5;-93;-2.6;-2.6;16.6;102013;0;2;2;29;29;25.43;36.73;0;0.001704;
4;2;1856;3459;120;;64908502;0.016;-0.927;0.07;-0.7;-10.3;4.1;-1313.5;201.5;-93;-2.6;-2.5;16.5;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1857;3460;120;;64908502;0.025;-0.924;0.072;-0.9;-7.4;2.6;-1306;198.5;-90;-2.5;-2.4;16.4;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1858;3461;120;;64908503;0.028;-0.888;0.074;-0.3;-4.3;3.9;-1304.5;201.5;-96;-2.5;-2.3;16.3;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1859;3462;120;;64908503;0.013;-0.866;0.087;-0.1;-1.5;6.8;-1307.5;197;-105;-2.4;-2.2;16.3;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1860;3463;120;;64908504;0.003;-0.856;0.108;-0.2;-0.7;7.6;-1298.5;195.5;-105;-2.4;-2.1;16.3;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1861;3464;120;;64908505;-0.02;-0.822;0.122;-1.5;-2.5;6.2;-1295.5;188;-117;-2.3;-1.9;16.3;102016;0;2;2;29;29;25.45;36.71;0;0.00426;
4;2;1862;3465;121;;64908797;-0.028;-0.832;0.108;-7.8;-6.7;5.8;-1297;194;-118.5;-2.2;-1.8;16.2;102017;0;2;2;29;29;25.45;36.71;0.127;0.00426;
4;2;1863;3466;121;;64908798;0.004;-0.942;0.048;-10.1;-7.4;6.6;-1298.5;207.5;-114;-2;-1.6;16.2;102017;0;2;2;29;29;25.45;36.71;0.127;0.00426;
4;2;1864;3467;121;;64908798;0.033;-1.035;0.006;-0.7;-0.5;1;-1291;194;-108;-2;-1.6;16.3;102017;0;2;2;29;29;25.45;36.71;0.127;0.00426;
4;2;1865;3468;121;;64908799;0.002;-1.057;0.039;9.4;11.7;-4.2;-1289.5;191;-120;-2;-1.6;16.5;102017;0;2;2;29;29;25.45;36.71;0.127;0.00426;
4;2;1866;3469;121;;64908799;-0.037;-1.025;0.076;9.9;13.1;-8.7;-1282;191;-124.5;-2;-1.7;16.6;102017;0;2;2;29;29;25.45;36.71;0.127;0.00426;
4;2;1867;3470;121;;64908800;-0.039;-1.058;0.103;7.4;10;-9.9;-1276;189.5;-130.5;-2;-1.7;16.8;102017;0;2;2;29;29;25.45;36.71;0.127;0;
4;2;1868;3471;121;;64908800;-0.02;-1.122;0.116;8.4;5.9;-10.1;-1283.5;188;-133.5;-2.3;-1.9;17.1;102017;0;2;2;29;29;25.45;36.71;0.127;0;
4;2;1869;3472;121;;64908801;0.01;-1.123;0.118;13.2;2.5;-11.2;-1280.5;192.5;-135;-2.5;-2.1;17.3;102017;0;2;2;29;29;25.45;36.71;0.127;0;
4;2;1870;3473;121;;64908801;0.017;-1.062;0.108;12.8;0.3;-12.6;-1273;191;-141;-2.6;-2.4;17.4;102017;0;2;2;29;29;25.45;36.71;0.127;0;
4;2;1871;3474;121;;64908802;0.005;-1.044;0.096;9.5;-1.4;-12.1;-1268.5;191;-142.5;-2.8;-2.6;17.5;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1872;3475;121;;64908802;0.021;-1.159;0.108;7.5;-2;-9.2;-1273;186.5;-142.5;-2.9;-2.7;17.5;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1873;3476;121;;64908803;0.01;-1.119;0.102;9.8;-2.5;-8.3;-1267;192.5;-150;-3.1;-3;17.6;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1874;3477;121;;64908803;0.016;-1.126;0.102;10.1;-3.5;-6.3;-1256.5;191;-144;-3.2;-3.1;17.6;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1875;3478;121;;64908804;0.007;-1.157;0.102;13;-4.3;-7.3;-1259.5;191;-151.5;-3.4;-3.3;17.6;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1876;3479;121;;64908805;-0.013;-1.07;0.096;14.3;-5.3;-8.9;-1249;189.5;-145.5;-3.6;-3.5;17.5;102015;0;2;2;29;29;25.45;36.71;0.127;0.001704;
4;2;1877;3480;122;;64909126;-0.002;-0.998;0.095;12.8;-7.2;-11.1;-1244.5;197;-147;-3.8;-3.6;17.5;102018;0;2;2;29;30;25.43;36.68;0;0.00426;
4;2;1878;3481;122;;64909128;-0.016;-0.926;0.081;12.2;-7.9;-13.7;-1238.5;189.5;-151.5;-4;-3.9;17.4;102018;0;2;2;29;30;25.43;36.68;0;0.00426;
4;2;1879;3482;122;;64909129;0.04;-0.866;0.081;10.3;-7.8;-13.6;-1237;183.5;-153;-4.2;-4;17.4;102018;0;2;2;29;30;25.43;36.68;0;0.00426;
4;2;1880;3483;122;;64909129;0.033;-1.062;0.082;5.7;-5.4;-9;-1235.5;189.5;-153;-4.3;-4.2;17.4;102018;0;2;2;29;30;25.43;36.68;0;0.00426;
4;2;1881;3484;122;;64909130;0.034;-1.016;0.078;5.2;-1.5;-3.4;-1231;191;-153;-4.5;-4.4;17.3;102018;0;2;2;29;30;25.43;36.68;0;0.00426;
4;2;1882;3485;122;;64909131;0.015;-1.005;0.082;4.1;2;4.3;-1228;194;-151.5;-4.5;-4.4;17.4;102016;0;2;2;29;30;25.43;36.68;0.0635;0.00426;
4;2;1883;3486;122;;64909131;-0.015;-1.002;0.1;6.5;4.1;9.1;-1228;191;-157.5;-4.6;-4.3;17.5;102016;0;2;2;29;30;25.43;36.68;0.0635;0.00426;
4;2;1884;3487;122;;64909132;-0.023;-1.056;0.116;7;4.3;12.4;-1222;192.5;-151.5;-4.7;-4.1;17.6;102016;0;2;2;29;30;25.43;36.68;0.0635;0.00426;
4;2;1885;3488;122;;64909134;-0.052;-1.036;0.124;7.5;3.1;12.6;-1217.5;189.5;-154.5;-4.8;-3.9;17.8;102016;0;2;2;29;30;25.43;36.68;0.0635;0.00426;
4;2;1886;3489;122;;64909134;-0.034;-0.989;0.128;4.8;1;9.4;-1208.5;195.5;-142.5;-4.8;-3.6;17.9;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1887;3490;122;;64909135;-0.019;-0.961;0.13;4.6;0.6;4;-1210;191;-142.5;-4.9;-3.5;18;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1888;3491;122;;64909137;-0.011;-0.92;0.127;5.1;1.1;0.2;-1204;195.5;-139.5;-5;-3.3;18.2;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1889;3492;122;;64909138;-0.006;-0.92;0.13;4.4;1.1;-2.1;-1211.5;194;-144;-5;-3.3;18.3;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1890;3493;122;;64909139;0.005;-0.896;0.127;2.1;-0.3;-4.4;-1201;201.5;-135;-5.1;-3.3;18.4;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1891;3494;122;;64909140;0.026;-0.871;0.121;-0.4;-2.7;-6.4;-1204;194;-133.5;-5;-3.4;18.4;102014;0;2;2;29;30;25.43;36.65;0;0.002556;
4;2;1892;3495;123;;64909395;0.041;-0.888;0.113;-2.5;-5.2;-7.3;-1199.5;201.5;-132;-5;-3.4;18.5;102016;0;2;2;29;30;25.43;36.65;0.127;0.00426;
4;2;1893;3496;123;;64909395;0.062;-0.882;0.107;-4;-7.8;-7.6;-1208.5;197;-118.5;-4.9;-3.6;18.4;102016;0;2;2;29;30;25.43;36.65;0.127;0.00426;
4;2;1894;3497;123;;64909396;0.075;-0.884;0.09;-3.8;-9.3;-7.2;-1210;198.5;-106.5;-4.8;-3.7;18.4;102016;0;2;2;29;30;25.43;36.65;0.127;0.00426;
4;2;1895;3498;123;;64909397;0.084;-0.911;0.076;-2.7;-9.1;-5;-1207;200;-105;-4.7;-3.8;18.3;102016;0;2;2;29;30;25.43;36.65;0.127;0.00426;
4;2;1896;3499;123;;64909397;0.085;-0.901;0.063;-1.4;-7.7;-1.4;-1216;198.5;-106.5;-4.6;-3.9;18.2;102016;0;2;2;29;30;25.43;36.65;0.127;0.00426;
4;2;1897;3500;123;;64909398;0.071;-0.916;0.059;-1.7;-6.7;-0.3;-1214.5;203;-105;-4.5;-4;18.1;102019;0;2;2;29;30;25.49;36.65;0.1905;0.00426;
4;2;1898;3501;123;;64909398;0.064;-0.955;0.057;-2.1;-5.4;-0.2;-1211.5;204.5;-100.5;-4.4;-4;18.1;102019;0;2;2;29;30;25.49;36.65;0.1905;0.00426;
4;2;1899;3502;123;;64909399;0.061;-1.026;0.063;-2.5;-4.5;-0.1;-1214.5;203;-99;-4.3;-4;18;102019;0;2;2;29;30;25.49;36.65;0.1905;0.00426;
4;2;1900;3503;123;;64909400;0.059;-1.023;0.062;-1.5;-3.8;-0.8;-1214.5;209;-94.5;-4.2;-4;18;102019;0;2;2;29;30;25.49;36.65;0.1905;0.00426;
4;2;1901;3504;123;;64909400;0.064;-1.076;0.069;0.5;-3.5;-1.9;-1220.5;209;-96;-4.1;-4;18;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1902;3505;123;;64909401;0.054;-1.111;0.071;1.7;-3.8;-4.2;-1222;203;-91.5;-4.1;-4;18;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1903;3506;123;;64909401;0.065;-1.12;0.077;3.4;-4.3;-6.7;-1222;209;-91.5;-4.1;-4.1;17.9;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1904;3507;123;;64909402;0.08;-1.155;0.089;5.7;-3.3;-8.9;-1217.5;215;-88.5;-4.1;-4.2;17.9;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1905;3508;123;;64909402;0.078;-1.175;0.093;5.2;-1.6;-11.2;-1223.5;212;-94.5;-4.1;-4.4;17.9;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1906;3509;123;;64909403;0.045;-1.106;0.101;2.6;-0.1;-10.4;-1226.5;207.5;-84;-4.2;-4.6;18;102020;0;2;2;30;30;25.49;36.65;0.1905;0.000852;
4;2;1907;3510;124;;64909698;0.036;-1.211;0.114;0.5;0;-7.4;-1228;209;-82.5;-4.2;-4.7;18;102016;0;2;2;30;30;25.49;36.62;0.1905;0.005964;
4;2;1908;3511;124;;64909699;-0.008;-1.155;0.109;-2.7;-1.9;-4.5;-1234;213.5;-82.5;-4.1;-4.9;18;102016;0;2;2;30;30;25.49;36.62;0.1905;0.005964;
4;2;1909;3512;124;;64909700;-0.017;-1.081;0.106;-1.2;-2.8;-4.5;-1234;213.5;-79.5;-4.1;-5;18.1;102016;0;2;2;30;30;25.49;36.62;0.1905;0.005964;
4;2;1910;3513;124;;64909700;-0.005;-1.057;0.109;1.5;-2;-7.4;-1240;212;-78;-4.1;-5.1;18.1;102016;0;2;2;30;30;25.49;36.62;0.1905;0.005964;
4;2;1911;3514;124;;64909701;-0.001;-0.97;0.102;4;0.6;-11.8;-1244.5;219.5;-75;-4.1;-5.3;18.2;102016;0;2;2;30;30;25.49;36.62;0.1905;0.005964;
4;2;1912;3515;124;;64909701;0;-0.901;0.109;2.8;3.3;-13.8;-1244.5;216.5;-79.5;-4;-5.4;18.2;102017;0;2;2;30;30;25.49;36.62;0.0635;0.000852;
4;2;1913;3516;124;;64909701;-0.022;-0.933;0.113;-0.1;4.5;-11.2;-1252;219.5;-73.5;-4;-5.6;18.4;102017;0;2;2;30;30;25.49;36.62;0.0635;0.000852;
4;2;1914;3517;124;;64909702;-0.011;-0.967;0.104;-3.1;3.5;-6;-1255;224;-75;-4;-5.7;18.5;102017;0;2;2;30;30;25.49;36.62;0.0635;0.000852;
4;2;1915;3518;124;;64909702;-0.02;-0.952;0.101;-7.8;1.7;-1.2;-1252;228.5;-78;-3.9;-5.8;18.6;102017;0;2;2;30;30;25.49;36.62;0.0635;0.000852;
4;2;1916;3519;124;;64909703;-0.001;-1.018;0.095;-10.4;-0.1;4.2;-1256.5;225.5;-72;-3.7;-5.8;18.7;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1917;3520;124;;64909703;0;-1.053;0.094;-9.3;-1.3;7.3;-1250.5;227;-70.5;-3.6;-5.8;18.8;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1918;3521;124;;64909703;0.004;-1.021;0.087;-6.4;-2.2;9.5;-1265.5;218;-66;-3.4;-5.5;19;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1919;3522;124;;64909704;0;-1.002;0.084;-3.5;-5;9.8;-1250.5;233;-66;-3.3;-5.3;19;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1920;3523;124;;64909704;0.004;-0.953;0.08;-2.3;-7.4;8.8;-1252;225.5;-67.5;-3.1;-5.1;19;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1921;3524;124;;64909704;0.022;-0.922;0.081;-1.7;-9.4;6.6;-1252;222.5;-60;-3.1;-4.9;19;102019;0;2;2;30;30;25.51;36.62;0.1905;0.003408;
4;2;1922;3525;125;;64909994;0.04;-0.893;0.079;-1.2;-10;3.9;-1255;222.5;-64.5;-3;-4.8;19;102017;0;2;2;30;30;25.51;36.62;0.1905;0.00426;
