User;Actoin;real data;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
4;2;1;23294;161;;64641640;0.097;-0.892;0.102;5.4;6.1;3;-1000;219.5;75;-1.1;-6.2;221.9;101955;0;0;0;14;15;24.06;40.71;0;0.003408;
4;2;2;1605;253;;64871315;0.075;-0.967;0.075;7.3;-52.5;-2.4;-1415.5;254;3;-5.4;-3.3;15.1;102019;0;1;1;18;18;25.89;36.63;0.127;0.002556;
4;2;3;1606;253;;64871316;0.089;-0.965;0.082;5.4;-48.7;2.9;-1411;254;4.5;-5.4;-3.5;13.9;102019;0;1;1;18;18;25.89;36.63;0.127;0.002556;
4;2;4;1607;253;;64871316;0.108;-0.973;0.085;4.5;-43.6;7;-1414;249.5;1.5;-5.4;-3.5;13.1;102019;0;1;1;18;18;25.89;36.63;0.127;0.002556;
4;2;5;1608;253;;64871316;0.108;-0.977;0.088;3;-38.2;8.9;-1403.5;252.5;3;-5.4;-3.5;12.3;102019;0;1;1;18;18;25.89;36.63;0.127;0.002556;
4;2;6;1609;253;;64871316;0.103;-0.968;0.09;1.8;-32.9;10.2;-1397.5;254;16.5;-5.4;-3.4;11.5;102019;0;1;1;18;18;25.89;36.63;0.127;0.002556;
4;2;7;1610;253;;64871317;0.095;-0.988;0.092;1.1;-28;10.9;-1400.5;246.5;9;-5.3;-3.3;11;102018;0;1;1;18;18;25.91;36.63;0.0635;0.003408;
4;2;8;1611;253;;64871317;0.084;-1.007;0.088;0.6;-24.7;10.3;-1397.5;243.5;16.5;-5.3;-3.1;10.4;102018;0;1;1;18;18;25.91;36.63;0.0635;0.003408;
4;2;9;1612;253;;64871317;0.071;-1.022;0.084;0.1;-21.4;7.7;-1394.5;236;18;-5.2;-3.1;10;102018;0;1;1;18;18;25.91;36.63;0.0635;0.003408;
4;2;10;1613;253;;64871317;0.062;-1.022;0.082;0.9;-18.4;4.5;-1393;237.5;24;-5.2;-3;9.6;102018;0;1;1;18;18;25.91;36.63;0.0635;0.003408;
4;2;11;1614;253;;64871318;0.056;-1.022;0.079;2.9;-13.6;0.6;-1393;248;13.5;-5.2;-3;9.3;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;12;1615;253;;64871318;0.052;-1.011;0.078;2.6;-12.1;0;-1393;248;13.5;-5.1;-2.9;9.1;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;13;1616;253;;64871319;0.048;-0.992;0.076;0.8;-8.9;-0.3;-1388.5;240.5;19.5;-5.1;-2.9;8.9;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;14;1617;253;;64871319;0.047;-0.99;0.077;0;-7.5;-0.1;-1388.5;243.5;9;-5.1;-2.9;8.8;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;15;1618;253;;64871319;0.046;-1;0.077;-0.3;-6.8;0.5;-1385.5;249.5;21;-5;-2.9;8.7;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;16;1619;253;;64871319;0.045;-1.016;0.079;0;-6.3;1.6;-1388.5;248;16.5;-5;-2.9;8.6;102016;0;1;1;19;20;25.91;36.63;0.254;0.00426;
4;2;17;1620;254;;64871615;0.044;-1.011;0.078;0.1;-6;2.7;-1384;243.5;22.5;-4.9;-2.9;8.6;102015;0;1;1;19;20;25.94;36.65;0.0635;0.001704;
4;2;18;1621;254;;64871615;0.039;-0.999;0.076;-0.8;-5.5;4.2;-1385.5;239;24;-4.8;-2.8;8.5;102015;0;1;1;19;20;25.94;36.65;0.0635;0.001704;
4;2;19;1622;254;;64871615;0.031;-0.991;0.076;-1.8;-5.1;5.3;-1385.5;245;22.5;-4.7;-2.7;8.4;102015;0;1;1;19;20;25.94;36.65;0.0635;0.001704;
4;2;20;1623;254;;64871616;0.024;-1.006;0.075;-1.8;-4.9;5;-1384;242;25.5;-4.7;-2.6;8.4;102015;0;1;1;19;20;25.94;36.65;0.0635;0.001704;
4;2;21;1624;254;;64871616;0.022;-1.001;0.074;-1;-4.5;2.6;-1384;245;19.5;-4.6;-2.5;8.4;102015;0;1;1;19;20;25.94;36.65;0.0635;0.001704;
4;2;22;1625;254;;64871617;0.024;-1.002;0.075;-0.6;-4.4;1.8;-1382.5;237.5;21;-4.5;-2.3;8.3;102016;0;1;1;19;20;25.94;36.65;0.381;0.00426;
4;2;23;1626;254;;64871617;0.021;-1.01;0.073;-0.5;-3.4;1.1;-1387;240.5;25.5;-4.4;-2.2;8.3;102016;0;1;1;19;20;25.94;36.65;0.381;0.00426;
4;2;24;1627;254;;64871617;0.02;-1.004;0.074;-0.4;-2.7;1.7;-1382.5;239;24;-4.4;-2;8.3;102016;0;1;1;19;20;25.94;36.65;0.381;0.00426;
4;2;25;1628;254;;64871618;0.021;-1.005;0.077;0.7;-2.6;2.3;-1375;237.5;31.5;-4.3;-1.9;8.3;102016;0;1;1;19;20;25.94;36.65;0.381;0.00426;
4;2;26;1629;254;;64871618;0.025;-1.01;0.077;2.4;-2.1;2.2;-1387;242;22.5;-4.3;-1.8;8.4;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;27;1630;254;;64871618;0.027;-1.012;0.08;4;-1.6;1.1;-1378;243.5;31.5;-4.3;-1.7;8.4;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;28;1631;254;;64871618;0.028;-1.004;0.08;4.3;-0.7;0.2;-1387;237.5;24;-4.4;-1.6;8.4;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;29;1632;254;;64871619;0.024;-0.999;0.084;4.4;0.1;0.1;-1385.5;242;21;-4.4;-1.6;8.5;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;30;1633;254;;64871619;0.02;-1;0.088;3.7;0.6;0.6;-1376.5;240.5;19.5;-4.5;-1.6;8.5;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;31;1634;254;;64871619;0.014;-0.998;0.092;3.7;0.1;1.4;-1379.5;242;16.5;-4.5;-1.5;8.6;102017;0;1;1;19;20;25.92;36.69;0.1905;0.002556;
4;2;32;1635;255;;64871925;0.015;-1.003;0.095;3.9;-0.8;2.1;-1385.5;243.5;16.5;-4.6;-1.5;8.6;102015;0;1;1;19;20;25.92;36.69;0.0635;0.00426;
4;2;33;1636;255;;64871926;0.016;-0.997;0.097;4;-2;2.2;-1384;246.5;21;-4.7;-1.3;8.7;102015;0;1;1;19;20;25.92;36.69;0.0635;0.00426;
4;2;34;1637;255;;64871926;0.02;-1.001;0.097;3.1;-4.2;1.6;-1379.5;242;18;-4.8;-1.3;8.7;102015;0;1;1;19;20;25.92;36.69;0.0635;0.00426;
4;2;35;1638;255;;64871927;0.03;-1.009;0.098;1.9;-5.3;1.2;-1381;237.5;19.5;-4.9;-1.2;8.7;102015;0;1;1;19;20;25.92;36.69;0.0635;0.00426;
4;2;36;1639;255;;64871927;0.029;-1.028;0.096;1.9;-6.1;0.4;-1387;242;16.5;-4.9;-1.2;8.7;102015;0;1;1;19;20;25.92;36.69;0.0635;0.00426;
4;2;37;1640;255;;64871928;0.036;-1.015;0.093;3.4;-5.9;-0.2;-1381;242;18;-5;-1.2;8.6;102016;0;1;1;19;20;25.92;36.68;0.127;0.002556;
4;2;38;1641;255;;64871928;0.039;-1.006;0.092;4.6;-5.2;-0.9;-1378;237.5;24;-5.1;-1.2;8.6;102016;0;1;1;19;20;25.92;36.68;0.127;0.002556;
4;2;39;1642;255;;64871929;0.043;-1;0.094;3.6;-4.2;-1.7;-1379.5;236;22.5;-5.1;-1.2;8.5;102016;0;1;1;19;20;25.92;36.68;0.127;0.002556;
4;2;40;1643;255;;64871929;0.042;-0.991;0.092;3;-3;-2.2;-1384;230;22.5;-5.1;-1.3;8.5;102016;0;1;1;19;20;25.92;36.68;0.127;0.002556;
4;2;41;1644;255;;64871930;0.036;-0.991;0.094;2.2;-1.9;-1.5;-1385.5;236;21;-5.2;-1.4;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;42;1645;255;;64871930;0.033;-0.995;0.095;2.3;-1.3;-0.1;-1373.5;236;15;-5.2;-1.4;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;43;1646;255;;64871931;0.027;-0.996;0.097;2.1;-1.6;1;-1376.5;239;18;-5.2;-1.5;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;44;1647;255;;64871931;0.025;-0.998;0.096;1.9;-2.3;1.5;-1382.5;236;12;-5.2;-1.5;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;45;1648;255;;64871932;0.023;-0.998;0.093;1.2;-3.8;1.7;-1376.5;240.5;16.5;-5.3;-1.4;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;46;1649;255;;64871933;0.025;-1.004;0.089;0.6;-4.6;1.1;-1385.5;236;16.5;-5.3;-1.4;8.5;102015;0;1;1;19;20;25.92;36.68;0.1905;0.002556;
4;2;47;1650;0;;64872225;0.027;-0.996;0.084;-0.7;-4.7;0.7;-1378;231.5;27;-5.2;-1.3;8.4;102014;0;1;1;19;20;25.92;36.69;0.127;0.00426;
4;2;48;1651;0;;64872226;0.027;-1.003;0.081;-1.6;-3.9;1;-1378;240.5;16.5;-5.2;-1.3;8.4;102014;0;1;1;19;20;25.92;36.69;0.127;0.00426;
4;2;49;1652;0;;64872226;0.023;-1.005;0.078;-1.7;-2.8;1.7;-1376.5;236;21;-5.1;-1.3;8.4;102014;0;1;1;19;20;25.92;36.69;0.127;0.00426;
4;2;50;1653;0;;64872227;0.016;-1.006;0.077;-1.5;-2.2;2;-1379.5;234.5;21;-5;-1.3;8.4;102014;0;1;1;19;20;25.92;36.69;0.127;0.00426;
4;2;51;1654;0;;64872227;0.015;-1.005;0.074;-1.6;-2.2;1.5;-1372;236;18;-4.9;-1.2;8.4;102014;0;1;1;19;20;25.92;36.69;0.127;0.00426;
4;2;52;1655;0;;64872228;0.017;-1.012;0.075;-1;-2.7;0.7;-1379.5;236;15;-4.8;-1.2;8.4;102015;0;1;1;19;20;25.92;36.69;0.0635;0.005112;
4;2;53;1656;0;;64872229;0.019;-1.01;0.073;0;-2.9;0.2;-1379.5;236;18;-4.7;-1.1;8.4;102015;0;1;1;19;20;25.92;36.69;0.0635;0.005112;
4;2;54;1657;0;;64872229;0.016;-1.006;0.073;1;-2.6;0.8;-1382.5;239;22.5;-4.6;-1.1;8.4;102015;0;1;1;19;20;25.92;36.69;0.0635;0.005112;
4;2;55;1658;0;;64872230;0.018;-1.003;0.074;1.7;-2.4;1.8;-1372;231.5;25.5;-4.6;-1;8.4;102015;0;1;1;19;20;25.92;36.69;0.0635;0.005112;
4;2;56;1659;0;;64872230;0.016;-1.007;0.076;3;-2.1;1.3;-1370.5;240.5;24;-4.6;-1;8.4;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;57;1660;0;;64872231;0.016;-1.011;0.078;3.3;-1.6;0.4;-1373.5;236;18;-4.5;-1;8.5;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;58;1661;0;;64872231;0.016;-1.004;0.076;3.2;-1;-0.1;-1381;237.5;15;-4.5;-0.9;8.5;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;59;1662;0;;64872232;0.022;-1.009;0.08;2.7;-0.1;0;-1376.5;233;15;-4.6;-0.9;8.5;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;60;1663;0;;64872232;0.018;-1.007;0.081;3;0.5;0;-1373.5;239;30;-4.6;-0.9;8.6;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;61;1664;0;;64872233;0.015;-1.008;0.086;3;0.8;-0.1;-1372;234.5;21;-4.6;-0.9;8.6;102017;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;62;1665;1;;64872526;0.017;-1;0.088;2.5;0;-1;-1381;239;19.5;-4.6;-0.9;8.7;102019;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;63;1666;1;;64872527;0.015;-1.017;0.087;1.5;-1.2;-1.9;-1382.5;230;25.5;-4.6;-0.9;8.7;102019;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;64;1667;1;;64872527;0.016;-1.009;0.083;1.9;-2.5;-2.5;-1376.5;237.5;27;-4.7;-0.9;8.8;102019;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;65;1668;1;;64872528;0.011;-1.004;0.083;2.7;-3.2;-1.3;-1382.5;237.5;21;-4.7;-0.9;8.8;102019;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;66;1669;1;;64872529;0.009;-0.997;0.08;1.2;-4.8;0.3;-1384;240.5;22.5;-4.7;-0.9;8.8;102019;0;1;1;19;20;25.9;36.74;0;0.003408;
4;2;67;1670;1;;64872529;0.013;-1.001;0.075;0.1;-6;0.2;-1375;234.5;27;-4.7;-0.9;8.7;102019;0;1;1;19;20;25.88;36.74;0.0635;0.00426;
4;2;68;1671;1;;64872530;0.015;-1.007;0.073;0.1;-7.3;0;-1379.5;236;33;-4.7;-0.9;8.7;102019;0;1;1;19;20;25.88;36.74;0.0635;0.00426;
4;2;69;1672;1;;64872530;0.024;-0.996;0.067;0.5;-7.8;-0.4;-1376.5;231.5;22.5;-4.6;-0.9;8.6;102019;0;1;1;19;20;25.88;36.74;0.0635;0.00426;
4;2;70;1673;1;;64872530;0.033;-1.018;0.067;0.4;-7.7;-0.6;-1379.5;239;28.5;-4.5;-0.9;8.5;102019;0;1;1;19;20;25.88;36.74;0.0635;0.00426;
4;2;71;1674;1;;64872531;0.032;-1.003;0.062;0.4;-7.2;-0.9;-1379.5;236;27;-4.5;-0.9;8.4;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;72;1675;1;;64872531;0.035;-1.012;0.062;0.2;-6.2;0;-1375;233;21;-4.4;-0.9;8.3;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;73;1676;1;;64872532;0.032;-1.01;0.062;0.6;-5.1;1;-1373.5;228.5;30;-4.3;-1;8.3;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;74;1677;1;;64872532;0.026;-1.001;0.061;0.5;-4.4;1.2;-1378;237.5;22.5;-4.3;-1;8.2;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;75;1678;1;;64872533;0.027;-0.992;0.064;0.3;-4.7;0;-1376.5;240.5;21;-4.2;-1.1;8.1;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;76;1679;1;;64872533;0.029;-0.992;0.064;0;-5.4;-1.6;-1378;236;24;-4.1;-1.1;8.1;102019;0;1;1;19;20;25.88;36.74;0;0.003408;
4;2;77;1680;2;;64872825;0.033;-0.997;0.062;-0.3;-5.9;-1.5;-1376.5;239;21;-4;-1.1;8.1;102019;0;1;1;19;20;25.88;36.74;0.0635;0.005112;
4;2;78;1681;2;;64872826;0.035;-1.011;0.06;-1.6;-5.9;-1.5;-1373.5;233;25.5;-4;-1.1;8;102019;0;1;1;19;20;25.88;36.74;0.0635;0.005112;
4;2;79;1682;2;;64872826;0.033;-1.004;0.056;-2.1;-5.6;-1.2;-1375;233;21;-3.9;-1.2;7.9;102019;0;1;1;19;20;25.88;36.74;0.0635;0.005112;
4;2;80;1683;2;;64872827;0.035;-0.999;0.054;-3.8;-5.8;-1.2;-1378;239;24;-3.8;-1.3;7.9;102019;0;1;1;19;20;25.88;36.74;0.0635;0.005112;
4;2;81;1684;2;;64872827;0.039;-1.016;0.051;-4;-6.2;-1.8;-1378;231.5;24;-3.6;-1.4;7.8;102019;0;1;1;19;20;25.88;36.74;0.0635;0.005112;
4;2;82;1685;2;;64872828;0.044;-1.017;0.053;-2.5;-6.3;-2.5;-1378;234.5;31.5;-3.5;-1.4;7.8;102017;0;1;1;19;20;25.88;36.74;0.0635;0.002556;
4;2;83;1686;2;;64872828;0.043;-1.005;0.059;-0.6;-6.1;-3.1;-1369;237.5;33;-3.4;-1.5;7.7;102017;0;1;1;19;20;25.88;36.74;0.0635;0.002556;
4;2;84;1687;2;;64872829;0.035;-0.982;0.06;0.6;-6.3;-2.9;-1375;239;30;-3.3;-1.6;7.6;102017;0;1;1;19;20;25.88;36.74;0.0635;0.002556;
4;2;85;1688;2;;64872829;0.04;-0.99;0.062;0.5;-7.7;-1.8;-1372;230;34.5;-3.3;-1.7;7.5;102017;0;1;1;19;20;25.88;36.74;0.0635;0.002556;
4;2;86;1689;2;;64872830;0.042;-0.987;0.063;-0.1;-8.6;-0.8;-1370.5;239;30;-3.2;-1.7;7.4;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;87;1690;2;;64872830;0.033;-0.991;0.068;-0.5;-9.9;-0.6;-1372;240.5;28.5;-3.2;-1.7;7.3;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;88;1691;2;;64872831;0.028;-0.973;0.069;-1.1;-11.7;0.8;-1375;239;27;-3.2;-1.7;7.2;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;89;1692;2;;64872831;0.039;-0.981;0.068;-3;-14.7;2.6;-1367.5;234.5;34.5;-3.1;-1.7;7;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;90;1693;2;;64872832;0.047;-1;0.067;-4.3;-15.9;3.7;-1373.5;236;31.5;-3;-1.7;6.8;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;91;1694;2;;64872832;0.068;-1.047;0.071;-3.2;-16;4.3;-1378;237.5;34.5;-3;-1.6;6.5;102015;0;1;1;19;20;25.88;36.77;0.0635;0.005112;
4;2;92;1695;3;;64873115;0.072;-1.055;0.073;-0.3;-14.6;4.4;-1366;237.5;36;-3;-1.7;6.3;102016;0;1;1;19;20;25.88;36.77;0.0635;0.002556;
4;2;93;1696;3;;64873116;0.064;-0.998;0.066;1.3;-12.1;4.9;-1375;228.5;36;-2.9;-1.6;6.1;102016;0;1;1;19;20;25.88;36.77;0.0635;0.002556;
4;2;94;1697;3;;64873117;0.061;-0.973;0.061;0;-9.1;5.9;-1364.5;240.5;36;-2.8;-1.5;5.9;102016;0;1;1;19;20;25.88;36.77;0.0635;0.002556;
4;2;95;1698;3;;64873118;0.065;-1.008;0.07;-2.3;-5.9;6.2;-1364.5;237.5;39;-2.8;-1.4;5.8;102016;0;1;1;19;20;25.88;36.77;0.0635;0.002556;
4;2;96;1699;3;;64873119;0.047;-1.025;0.075;-3.4;-3.5;6;-1361.5;236;45;-2.7;-1.3;5.8;102016;0;1;1;19;20;25.88;36.77;0.0635;0.002556;
4;2;97;1700;3;;64873120;0.033;-1.056;0.084;-2.8;-2.3;6.4;-1363;239;42;-2.7;-1.3;5.7;102020;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;98;1701;3;;64873120;0.015;-1.006;0.082;-2;-3.1;5.9;-1363;234.5;40.5;-2.6;-1.2;5.7;102020;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;99;1702;3;;64873120;0.019;-1.018;0.086;-1.9;-5.4;4.8;-1361.5;237.5;40.5;-2.5;-1.1;5.7;102020;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;100;1703;3;;64873121;0.049;-1.014;0.083;0.8;-8.7;-0.3;-1360;237.5;43.5;-2.6;-1.1;5.6;102020;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;101;1704;3;;64873121;0.052;-0.978;0.077;1;-9.7;-2.8;-1364.5;230;49.5;-2.5;-1;5.5;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;102;1705;3;;64873121;0.066;-0.967;0.077;1.8;-9.7;-3.3;-1363;231.5;42;-2.6;-1.1;5.4;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;103;1706;3;;64873121;0.076;-0.97;0.08;2.7;-8.5;-2.6;-1357;242;45;-2.6;-1.2;5.3;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;104;1707;3;;64873122;0.079;-0.982;0.084;3.4;-6.6;-0.6;-1360;234.5;45;-2.6;-1.2;5.2;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;105;1708;3;;64873122;0.077;-0.962;0.093;4.1;-4.9;0.2;-1358.5;237.5;45;-2.7;-1.3;5.1;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;106;1709;3;;64873122;0.077;-0.979;0.097;3.9;-3.2;0.7;-1366;239;43.5;-2.7;-1.3;5.1;102018;0;1;1;19;20;25.86;36.77;0.127;0.002556;
4;2;107;1710;4;;64873424;0.07;-0.963;0.1;3.9;-1.4;0.8;-1358.5;234.5;43.5;-2.8;-1.3;5.1;102015;0;1;1;19;20;25.91;36.79;0;0.002556;
4;2;108;1711;4;;64873425;0.07;-0.956;0.102;2.5;0.2;2.4;-1357;239;42;-2.9;-1.3;5.2;102015;0;1;1;19;20;25.91;36.79;0;0.002556;
4;2;109;1712;4;;64873426;0.078;-1.019;0.106;1;1.9;3.7;-1357;237.5;45;-2.9;-1.3;5.2;102015;0;1;1;19;20;25.91;36.79;0;0.002556;
4;2;110;1713;4;;64873427;0.064;-1.009;0.104;0.7;3.5;4.4;-1361.5;237.5;40.5;-2.9;-1.3;5.3;102015;0;1;1;19;20;25.91;36.79;0;0.002556;
4;2;111;1714;4;;64873427;0.055;-0.996;0.102;0;5.8;4.3;-1361.5;236;42;-3;-1.3;5.5;102015;0;1;1;19;20;25.91;36.79;0;0.002556;
4;2;112;1715;4;;64873428;0.053;-1;0.103;-0.1;6.7;3.7;-1357;231.5;48;-3;-1.3;5.7;102014;0;1;1;19;20;25.91;36.79;0.0635;0.005112;
4;2;113;1716;4;;64873429;0.048;-1.011;0.104;-0.6;7.4;3.2;-1358.5;231.5;45;-3.1;-1.2;5.9;102014;0;1;1;19;20;25.91;36.79;0.0635;0.005112;
4;2;114;1717;4;;64873430;0.038;-1.007;0.099;-0.8;7.2;3.1;-1370.5;236;46.5;-3.1;-1.2;6.1;102014;0;1;1;19;20;25.91;36.79;0.0635;0.005112;
4;2;115;1718;4;;64873430;0.02;-0.991;0.095;-1.2;6.5;2.7;-1361.5;243.5;46.5;-3.2;-1.2;6.4;102014;0;1;1;19;20;25.91;36.79;0.0635;0.005112;
4;2;116;1719;4;;64873431;0.016;-0.991;0.087;-1.9;5.4;1.6;-1361.5;228.5;42;-3.2;-1.2;6.6;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;117;1720;4;;64873431;0.017;-1.025;0.084;-2.1;4.9;0.9;-1357;237.5;42;-3.2;-1.1;6.8;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;118;1721;4;;64873431;0.034;-1.082;0.097;-0.3;4.5;-0.9;-1369;242;39;-3.2;-1.1;7;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;119;1722;4;;64873432;0.041;-1.097;0.089;4.6;4.4;-4.4;-1363;239;43.5;-3.3;-1.1;7.1;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;120;1723;4;;64873432;0.026;-1.032;0.087;5.5;4.6;-6.7;-1364.5;237.5;40.5;-3.3;-1.2;7.3;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;121;1724;4;;64873433;0.024;-1.04;0.082;2.5;4.9;-5.3;-1366;242;40.5;-3.3;-1.2;7.4;102016;0;1;1;19;20;25.84;36.8;0.127;0.00426;
4;2;122;1725;5;;64873716;0.013;-1.056;0.076;1.7;4.8;-4.4;-1364.5;240.5;34.5;-3.3;-1.3;7.5;102019;0;1;1;19;20;25.84;36.8;0;0.002556;
4;2;123;1726;5;;64873716;0.004;-1.058;0.07;2.5;4.3;-4.4;-1369;234.5;33;-3.4;-1.4;7.7;102019;0;1;1;19;20;25.84;36.8;0;0.002556;
4;2;124;1727;5;;64873716;0.012;-1.049;0.064;3.7;4.4;-5.3;-1376.5;231.5;46.5;-3.4;-1.5;7.9;102019;0;1;1;19;20;25.84;36.8;0;0.002556;
4;2;125;1728;5;;64873717;0.015;-1.057;0.063;4.9;5;-5.8;-1373.5;230;40.5;-3.5;-1.6;8;102019;0;1;1;19;20;25.84;36.8;0;0.002556;
4;2;126;1729;5;;64873717;0.004;-1.025;0.062;6.2;6.7;-4.7;-1360;236;40.5;-3.6;-1.7;8.2;102019;0;1;1;19;20;25.84;36.8;0;0.002556;
4;2;127;1730;5;;64873718;-0.006;-1.001;0.057;6.1;8.3;-1.7;-1379.5;236;39;-3.6;-1.7;8.4;102023;0;1;1;19;20;25.88;36.79;0.127;0.001704;
4;2;128;1731;5;;64873718;-0.026;-0.968;0.059;4.9;8.6;-1;-1370.5;239;39;-3.7;-1.7;8.6;102023;0;1;1;19;20;25.88;36.79;0.127;0.001704;
4;2;129;1732;5;;64873719;-0.038;-0.96;0.054;3;6.8;-0.9;-1375;234.5;28.5;-3.7;-1.6;8.8;102023;0;1;1;19;20;25.88;36.79;0.127;0.001704;
4;2;130;1733;5;;64873719;-0.042;-0.961;0.047;1.8;3.5;-1.5;-1375;239;39;-3.8;-1.6;8.9;102023;0;1;1;19;20;25.88;36.79;0.127;0.001704;
4;2;131;1734;5;;64873720;-0.03;-0.999;0.036;0.1;-0.5;1;-1376.5;237.5;37.5;-3.8;-1.6;9.1;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;132;1735;5;;64873720;-0.032;-1.051;0.018;2.4;-0.8;4;-1378;240.5;36;-3.8;-1.5;9.2;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;133;1736;5;;64873721;-0.047;-1.047;0.015;4.5;-0.4;5.2;-1376.5;240.5;34.5;-3.8;-1.4;9.2;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;134;1737;5;;64873721;-0.039;-1.044;0.017;6.4;-0.4;3.2;-1375;237.5;34.5;-3.8;-1.4;9.3;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;135;1738;5;;64873722;-0.033;-1.022;0.024;8.9;-0.8;-0.4;-1375;234.5;30;-3.9;-1.3;9.3;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;136;1739;5;;64873722;-0.031;-1.013;0.031;9.5;-1.5;-2.2;-1376.5;240.5;21;-4.1;-1.3;9.3;102019;0;1;1;19;20;25.88;36.79;0.3175;0.001704;
4;2;137;1740;6;;64874016;-0.015;-1.015;0.037;8.4;-1.6;-0.7;-1375;236;19.5;-4.1;-1.3;9.4;102019;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;138;1741;6;;64874016;-0.019;-1.024;0.043;7.4;-1;2.4;-1378;233;21;-4.2;-1.1;9.4;102019;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;139;1742;6;;64874016;-0.015;-1.012;0.046;5.4;0.2;6.5;-1375;234.5;24;-4.2;-1;9.4;102019;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;140;1743;6;;64874016;-0.013;-1.007;0.051;4.6;1.1;7.9;-1372;236;19.5;-4.3;-0.9;9.5;102019;0;1;1;19;20;25.86;36.77;0;0.00426;
4;2;141;1744;6;;64874017;-0.014;-0.995;0.057;5;2.1;3.5;-1372;237.5;22.5;-4.3;-0.7;9.6;102019;0;1;1;19;20;25.86;36.77;0;0.00426;
